epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,402.903,0.52879,0.5751,0.98251,0.90495,0.90565,0.96659,0.84124,0.55546,0.48632,0.8445,0.000924352,0.000924352,0.000924352
47,412.267,0.53352,0.56831,0.98495,0.91009,0.89406,0.96618,0.86396,0.47755,0.46496,0.84274,0.000907848,0.000907848,0.000907848
48,421.343,0.51744,0.57092,0.98054,0.91508,0.87686,0.96327,0.83551,0.51033,0.48344,0.86012,0.000891345,0.000891345,0.000891345
49,430.633,0.53637,0.57865,0.98692,0.92273,0.88016,0.95693,0.84003,0.50676,0.49772,0.84094,0.000874842,0.000874842,0.000874842
50,439.876,0.51497,0.56376,0.97847,0.91472,0.90873,0.96792,0.86046,0.50527,0.45203,0.84922,0.000858338,0.000858338,0.000858338
51,449.12,0.50056,0.56009,0.96933,0.89321,0.88911,0.95382,0.86221,0.39576,0.47423,0.82852,0.000841835,0.000841835,0.000841835
52,458.278,0.50506,0.54835,0.97582,0.92299,0.88556,0.96505,0.85765,0.46563,0.47639,0.83853,0.000825332,0.000825332,0.000825332
53,467.252,0.50701,0.55507,0.97677,0.90657,0.90144,0.96466,0.8313,0.58446,0.4817,0.86569,0.000808828,0.000808828,0.000808828
54,476.213,0.50574,0.56094,0.97509,0.90829,0.88597,0.96241,0.86143,0.44323,0.4543,0.85314,0.000792325,0.000792325,0.000792325
55,485.404,0.50131,0.56353,0.97183,0.92183,0.90545,0.97094,0.88147,0.38981,0.41693,0.82799,0.000775822,0.000775822,0.000775822
56,494.577,0.49193,0.54258,0.96847,0.9296,0.91199,0.97584,0.88481,0.44588,0.42131,0.81601,0.000759318,0.000759318,0.000759318
57,503.72,0.49867,0.54452,0.97422,0.92266,0.89872,0.96634,0.85834,0.49718,0.43837,0.83802,0.000742815,0.000742815,0.000742815
58,512.716,0.50249,0.54506,0.97634,0.93842,0.88864,0.97285,0.88311,0.39202,0.4141,0.82304,0.000726312,0.000726312,0.000726312
59,522.234,0.48189,0.53322,0.96728,0.91665,0.89641,0.96463,0.8624,0.43393,0.458,0.8419,0.000709809,0.000709809,0.000709809
60,530.346,0.48242,0.53751,0.9668,0.92057,0.91344,0.97264,0.87456,0.44921,0.42585,0.8198,0.000693305,0.000693305,0.000693305
61,538.332,0.4727,0.52529,0.95975,0.93416,0.88464,0.96739,0.8715,0.41373,0.43381,0.84086,0.000676802,0.000676802,0.000676802
62,546.305,0.47477,0.53486,0.96422,0.93099,0.91861,0.9768,0.8797,0.45412,0.41851,0.81683,0.000660299,0.000660299,0.000660299
63,554.207,0.47003,0.52756,0.96043,0.90056,0.90909,0.96267,0.8567,0.46676,0.45155,0.84303,0.000643795,0.000643795,0.000643795
64,562.119,0.46115,0.5214,0.95441,0.93271,0.90116,0.97308,0.88885,0.40097,0.40828,0.8133,0.000627292,0.000627292,0.000627292
65,570.153,0.46647,0.52041,0.95766,0.93402,0.92037,0.97701,0.89574,0.36653,0.39846,0.8061,0.000610789,0.000610789,0.000610789
66,578.774,0.47004,0.53584,0.96233,0.94503,0.90912,0.97691,0.89836,0.3889,0.40004,0.80826,0.000594286,0.000594286,0.000594286
67,587.047,0.46565,0.51598,0.95856,0.92659,0.91889,0.97679,0.88764,0.42742,0.39987,0.81165,0.000577782,0.000577782,0.000577782
68,595.044,0.46574,0.5212,0.95891,0.91628,0.90529,0.97142,0.8582,0.48793,0.43723,0.83304,0.000561279,0.000561279,0.000561279
69,603.193,0.44976,0.5087,0.95548,0.93146,0.90221,0.97308,0.90331,0.33172,0.37859,0.80208,0.000544776,0.000544776,0.000544776
70,611.066,0.44642,0.50452,0.94692,0.93247,0.9109,0.97682,0.89472,0.41662,0.3917,0.81113,0.000528272,0.000528272,0.000528272
71,619.003,0.44201,0.50358,0.94764,0.93061,0.92046,0.9788,0.89825,0.40496,0.38379,0.80281,0.000511769,0.000511769,0.000511769
72,627.186,0.44604,0.49858,0.94987,0.93694,0.91199,0.97686,0.89678,0.39854,0.39892,0.80352,0.000495266,0.000495266,0.000495266
73,635.195,0.43864,0.49316,0.95027,0.9307,0.92919,0.97894,0.9054,0.37511,0.37475,0.80257,0.000478762,0.000478762,0.000478762
74,643.051,0.44836,0.51121,0.952,0.92551,0.9248,0.97554,0.89726,0.35556,0.38289,0.80373,0.000462259,0.000462259,0.000462259
75,651.029,0.44212,0.49661,0.95146,0.93313,0.91986,0.97892,0.90028,0.3953,0.37562,0.80291,0.000445756,0.000445756,0.000445756
76,659.025,0.43583,0.48436,0.94658,0.93251,0.92079,0.97757,0.90019,0.36068,0.38124,0.79961,0.000429253,0.000429253,0.000429253
77,667.011,0.43988,0.49524,0.94964,0.94495,0.90837,0.97768,0.90671,0.3458,0.36707,0.7952,0.000412749,0.000412749,0.000412749
78,674.964,0.42701,0.49108,0.94306,0.94548,0.92329,0.98075,0.91336,0.31801,0.36079,0.78683,0.000396246,0.000396246,0.000396246
79,682.97,0.42744,0.47414,0.94239,0.94015,0.92213,0.97922,0.91149,0.36862,0.36572,0.7931,0.000379743,0.000379743,0.000379743
80,691.12,0.42727,0.48425,0.94726,0.9472,0.92992,0.98247,0.91799,0.32337,0.34343,0.78185,0.000363239,0.000363239,0.000363239
81,699.144,0.42563,0.48778,0.94265,0.93685,0.9296,0.98145,0.91361,0.33802,0.34863,0.78924,0.000346736,0.000346736,0.000346736
82,707.11,0.42247,0.48473,0.94118,0.94129,0.93843,0.98278,0.90983,0.38159,0.35727,0.79777,0.000330233,0.000330233,0.000330233
83,715.075,0.42552,0.4892,0.94349,0.94435,0.93112,0.98237,0.91691,0.33741,0.34175,0.7889,0.000313729,0.000313729,0.000313729
84,723.092,0.40971,0.47192,0.93371,0.93862,0.92213,0.98047,0.91944,0.32372,0.34728,0.78289,0.000297226,0.000297226,0.000297226
85,731.323,0.41279,0.47288,0.94085,0.93756,0.9436,0.98313,0.92084,0.34911,0.3377,0.78291,0.000280723,0.000280723,0.000280723
86,739.321,0.40208,0.46597,0.9341,0.93489,0.93209,0.9789,0.92266,0.31536,0.34306,0.77494,0.00026422,0.00026422,0.00026422
87,747.675,0.40597,0.47471,0.93457,0.94597,0.93531,0.98314,0.92291,0.34833,0.33353,0.78294,0.000247716,0.000247716,0.000247716
88,755.828,0.4073,0.47251,0.93616,0.94271,0.94471,0.98366,0.9245,0.33497,0.33151,0.78181,0.000231213,0.000231213,0.000231213
89,763.937,0.39887,0.45745,0.93133,0.95066,0.94133,0.98493,0.92822,0.31705,0.32017,0.77927,0.00021471,0.00021471,0.00021471
90,772.238,0.4041,0.4613,0.93362,0.9397,0.94024,0.98301,0.92861,0.31641,0.32861,0.78187,0.000198206,0.000198206,0.000198206
91,780.966,0.33004,0.36913,0.86702,0.95099,0.93354,0.98402,0.91239,0.37127,0.35122,0.78341,0.000181703,0.000181703,0.000181703
92,789.54,0.31251,0.34097,0.85989,0.94374,0.933,0.98307,0.92044,0.34215,0.33981,0.77776,0.0001652,0.0001652,0.0001652
93,797.639,0.3115,0.33699,0.86147,0.94266,0.93482,0.98288,0.92563,0.3342,0.33422,0.773,0.000148696,0.000148696,0.000148696
94,806.658,0.30276,0.3269,0.85887,0.94577,0.94119,0.98407,0.92698,0.31616,0.32472,0.77334,0.000132193,0.000132193,0.000132193
95,814.573,0.29811,0.32572,0.85269,0.94917,0.94603,0.98611,0.93308,0.29985,0.31115,0.76824,0.00011569,0.00011569,0.00011569
96,822.444,0.29043,0.3216,0.85234,0.95123,0.94312,0.98551,0.93543,0.29101,0.30912,0.76431,9.91865e-05,9.91865e-05,9.91865e-05
97,830.309,0.2921,0.31608,0.85193,0.95145,0.94402,0.98628,0.93734,0.29077,0.30096,0.76346,8.26832e-05,8.26832e-05,8.26832e-05
98,838.27,0.2833,0.31221,0.84768,0.94948,0.94658,0.98581,0.93786,0.27624,0.30193,0.7607,6.61799e-05,6.61799e-05,6.61799e-05
99,846.395,0.28157,0.31311,0.84721,0.95294,0.94611,0.98632,0.93657,0.28651,0.30285,0.76309,4.96766e-05,4.96766e-05,4.96766e-05
100,854.654,0.28133,0.30594,0.84861,0.95556,0.95011,0.98675,0.93931,0.28906,0.29851,0.76312,3.31733e-05,3.31733e-05,3.31733e-05
