epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
20,486.484,0.64847,0.6086,1.01752,0.92179,0.90894,0.95176,0.85146,0.55366,0.54379,0.80629,0.0285893,0.00952975,0.0285893,0.00952975,0.0285893,0.00952975,0.0285893,0.00952975
21,510.083,0.64424,0.61225,1.01588,0.94451,0.90988,0.95673,0.83028,0.63758,0.55316,0.84299,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
22,533.657,0.62307,0.59681,1.00854,0.95518,0.91192,0.96644,0.87243,0.50529,0.4885,0.79928,0.0284408,0.00948025,0.0284408,0.00948025,0.0284408,0.00948025,0.0284408,0.00948025
23,557.387,0.62262,0.59486,1.00546,0.88815,0.87667,0.91322,0.78405,0.76558,0.72622,0.88964,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555
24,581.034,0.6261,0.59299,1.01012,0.94969,0.91586,0.96531,0.86845,0.53457,0.51078,0.79482,0.0282922,0.00943075,0.0282922,0.00943075,0.0282922,0.00943075,0.0282922,0.00943075
25,604.643,0.61464,0.59377,1.00359,0.89826,0.9004,0.93597,0.8037,0.75704,0.69449,0.86347,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
26,628.477,0.60592,0.57944,1.00062,0.94784,0.93827,0.97477,0.88816,0.48019,0.46622,0.75904,0.0281437,0.00938125,0.0281437,0.00938125,0.0281437,0.00938125,0.0281437,0.00938125
27,652.156,0.59666,0.57003,0.99769,0.9632,0.92711,0.97292,0.88633,0.46575,0.47347,0.77893,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565
28,675.662,0.59289,0.57507,0.99816,0.93392,0.9175,0.95237,0.83947,0.61193,0.55005,0.81991,0.0279952,0.00933175,0.0279952,0.00933175,0.0279952,0.00933175,0.0279952,0.00933175
29,699.372,0.59702,0.57529,0.9986,0.86635,0.8361,0.8771,0.73883,0.8191,0.82053,0.92469,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
30,722.818,0.59067,0.56987,0.99528,0.94101,0.93299,0.96888,0.86649,0.54141,0.49532,0.78771,0.0278467,0.00928225,0.0278467,0.00928225,0.0278467,0.00928225,0.0278467,0.00928225
31,746.493,0.58748,0.56749,0.99498,0.95138,0.93992,0.97607,0.89062,0.46949,0.44511,0.75457,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575
32,770.111,0.58693,0.57287,0.99479,0.94869,0.93594,0.97593,0.88218,0.57081,0.46168,0.76804,0.0276982,0.00923275,0.0276982,0.00923275,0.0276982,0.00923275,0.0276982,0.00923275
33,793.576,0.57669,0.55868,0.99188,0.94609,0.92679,0.96975,0.87416,0.51426,0.50229,0.77844,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
34,816.979,0.56987,0.55595,0.98639,0.95519,0.93353,0.9727,0.88718,0.46255,0.44372,0.76053,0.0275497,0.00918325,0.0275497,0.00918325,0.0275497,0.00918325,0.0275497,0.00918325
35,840.528,0.57116,0.55513,0.98864,0.95288,0.93634,0.97596,0.8919,0.49022,0.42372,0.7566,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585
36,864.2,0.57006,0.5551,0.98684,0.95532,0.93333,0.97657,0.89797,0.44223,0.41272,0.74245,0.0274012,0.00913375,0.0274012,0.00913375,0.0274012,0.00913375,0.0274012,0.00913375
37,887.586,0.5682,0.55283,0.98996,0.95435,0.93907,0.97617,0.89404,0.43731,0.41514,0.7647,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
38,911.416,0.55588,0.54906,0.98198,0.95868,0.94071,0.978,0.90307,0.41675,0.41104,0.74592,0.0272527,0.00908425,0.0272527,0.00908425,0.0272527,0.00908425,0.0272527,0.00908425
39,934.92,0.54981,0.54596,0.98303,0.95259,0.94082,0.97696,0.89796,0.4493,0.41455,0.75829,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595
40,958.399,0.54989,0.5455,0.98077,0.95212,0.93134,0.97235,0.88353,0.51781,0.4523,0.77126,0.0271042,0.00903475,0.0271042,0.00903475,0.0271042,0.00903475,0.0271042,0.00903475
41,982.009,0.5442,0.53573,0.97757,0.95215,0.93772,0.97492,0.87487,0.55648,0.44838,0.77625,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
42,1005.58,0.54244,0.54145,0.97797,0.95591,0.94658,0.97817,0.90635,0.40933,0.39576,0.74069,0.0269558,0.00898525,0.0269558,0.00898525,0.0269558,0.00898525,0.0269558,0.00898525
43,1028.67,0.5439,0.54128,0.9766,0.95165,0.94616,0.97857,0.90454,0.4471,0.41228,0.74278,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605
44,1052.28,0.54164,0.54385,0.97911,0.95528,0.94168,0.97634,0.88838,0.52729,0.43418,0.76563,0.0268072,0.00893575,0.0268072,0.00893575,0.0268072,0.00893575,0.0268072,0.00893575
45,1076,0.53749,0.53212,0.97397,0.9573,0.9474,0.97954,0.90402,0.43762,0.41772,0.7479,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
46,1099.46,0.53977,0.52887,0.98078,0.95725,0.94406,0.98068,0.90181,0.48107,0.39583,0.73994,0.0266587,0.00888625,0.0266587,0.00888625,0.0266587,0.00888625,0.0266587,0.00888625
47,1122.83,0.54086,0.53443,0.97967,0.95672,0.94742,0.98026,0.90368,0.44833,0.40952,0.74691,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615
48,1146.88,0.52956,0.53425,0.97234,0.96067,0.93794,0.97853,0.89863,0.48808,0.41111,0.75505,0.0265103,0.00883675,0.0265103,0.00883675,0.0265103,0.00883675,0.0265103,0.00883675
49,1170.91,0.52121,0.52772,0.97307,0.96061,0.9408,0.9802,0.90854,0.37575,0.39232,0.73205,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
50,1194.99,0.52738,0.53047,0.9726,0.95421,0.94162,0.97781,0.90159,0.4148,0.40864,0.75163,0.0263617,0.00878725,0.0263617,0.00878725,0.0263617,0.00878725,0.0263617,0.00878725
51,1219.07,0.5125,0.51395,0.96786,0.95835,0.93976,0.97694,0.9012,0.42935,0.41988,0.74224,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625
52,1242.9,0.51513,0.51817,0.96948,0.95394,0.94836,0.97863,0.90833,0.38036,0.38512,0.74351,0.0262133,0.00873775,0.0262133,0.00873775,0.0262133,0.00873775,0.0262133,0.00873775
53,1266.63,0.51135,0.52045,0.96465,0.95752,0.92866,0.97283,0.88577,0.46834,0.43489,0.76684,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
54,1290.32,0.51845,0.52175,0.96783,0.95676,0.94464,0.97993,0.90815,0.41569,0.39148,0.73189,0.0260647,0.00868825,0.0260647,0.00868825,0.0260647,0.00868825,0.0260647,0.00868825
55,1313.77,0.50529,0.51351,0.96496,0.96168,0.94884,0.98111,0.91335,0.42421,0.38055,0.72453,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635
56,1337.37,0.5059,0.51858,0.9649,0.95871,0.94984,0.98185,0.91055,0.37481,0.39665,0.73383,0.0259163,0.00863875,0.0259163,0.00863875,0.0259163,0.00863875,0.0259163,0.00863875
57,1360.8,0.509,0.50739,0.96874,0.95797,0.94855,0.98117,0.91572,0.39175,0.3817,0.73227,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
58,1384.18,0.50554,0.51346,0.96606,0.96324,0.94548,0.98157,0.90765,0.48851,0.40475,0.73534,0.0257677,0.00858925,0.0257677,0.00858925,0.0257677,0.00858925,0.0257677,0.00858925
59,1407.5,0.5021,0.51192,0.96256,0.95962,0.9492,0.9812,0.91803,0.36979,0.3794,0.72163,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645
60,1431.03,0.50599,0.51175,0.96741,0.95381,0.93367,0.97434,0.9019,0.38476,0.41597,0.74548,0.0256192,0.00853975,0.0256192,0.00853975,0.0256192,0.00853975,0.0256192,0.00853975
61,1454.56,0.49806,0.50859,0.96107,0.95671,0.94822,0.98149,0.91863,0.37407,0.36405,0.72798,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
62,1478.32,0.49626,0.50626,0.96228,0.95921,0.95281,0.98349,0.92387,0.35354,0.36446,0.71314,0.0254708,0.00849025,0.0254708,0.00849025,0.0254708,0.00849025,0.0254708,0.00849025
63,1501.94,0.50044,0.51435,0.963,0.96002,0.95382,0.98295,0.92239,0.3313,0.37069,0.71792,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655
64,1525.4,0.49507,0.50899,0.95865,0.96498,0.95853,0.9846,0.92802,0.33777,0.35193,0.70991,0.0253223,0.00844075,0.0253223,0.00844075,0.0253223,0.00844075,0.0253223,0.00844075
65,1549.12,0.49049,0.50115,0.95566,0.9644,0.95198,0.98355,0.92148,0.42599,0.36749,0.71754,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
66,1572.66,0.48953,0.5055,0.95684,0.95899,0.9497,0.98243,0.92313,0.3239,0.35607,0.71901,0.0251737,0.00839125,0.0251737,0.00839125,0.0251737,0.00839125,0.0251737,0.00839125
67,1596.24,0.48918,0.50128,0.95859,0.96278,0.95818,0.98435,0.93002,0.3332,0.34462,0.70916,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665
68,1619.81,0.49393,0.49993,0.9582,0.96027,0.95191,0.98293,0.91946,0.42202,0.36913,0.72482,0.0250252,0.00834175,0.0250252,0.00834175,0.0250252,0.00834175,0.0250252,0.00834175
69,1643.45,0.48366,0.49809,0.95405,0.96354,0.9579,0.98426,0.92697,0.33725,0.34289,0.71282,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
70,1666.89,0.48196,0.49653,0.95207,0.95791,0.948,0.98121,0.90263,0.49938,0.4036,0.73447,0.0248767,0.00829225,0.0248767,0.00829225,0.0248767,0.00829225,0.0248767,0.00829225
71,1690.42,0.48156,0.50083,0.95117,0.96278,0.95478,0.98363,0.92891,0.30892,0.33459,0.70772,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675
72,1714.02,0.48131,0.49444,0.95257,0.96503,0.95751,0.98481,0.93449,0.30689,0.33823,0.69767,0.0247282,0.00824275,0.0247282,0.00824275,0.0247282,0.00824275,0.0247282,0.00824275
73,1737.61,0.47283,0.49157,0.94824,0.96204,0.95929,0.98491,0.93244,0.296,0.33339,0.70131,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
74,1761.09,0.47361,0.48846,0.95242,0.9613,0.95801,0.98469,0.93185,0.36282,0.35255,0.70578,0.0245797,0.00819325,0.0245797,0.00819325,0.0245797,0.00819325,0.0245797,0.00819325
75,1784.76,0.48215,0.49385,0.95275,0.96562,0.95411,0.98448,0.93254,0.29851,0.34029,0.69821,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685
76,1808.42,0.47645,0.49195,0.95177,0.96145,0.95837,0.98441,0.93264,0.30447,0.33951,0.69893,0.0244312,0.00814375,0.0244312,0.00814375,0.0244312,0.00814375,0.0244312,0.00814375
77,1831.85,0.47302,0.49713,0.95157,0.96086,0.96006,0.98495,0.93426,0.29781,0.34148,0.69754,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
78,1855.47,0.47155,0.48538,0.94805,0.96591,0.95499,0.985,0.93452,0.29298,0.32647,0.69947,0.0242827,0.00809425,0.0242827,0.00809425,0.0242827,0.00809425,0.0242827,0.00809425
79,1879.04,0.47254,0.49458,0.95134,0.96317,0.95848,0.9843,0.93362,0.31249,0.34038,0.69844,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695
80,1902.76,0.46832,0.49009,0.94696,0.961,0.95799,0.98268,0.93166,0.30543,0.34542,0.69783,0.0241342,0.00804475,0.0241342,0.00804475,0.0241342,0.00804475,0.0241342,0.00804475
81,1926.39,0.47468,0.48153,0.94947,0.96573,0.95576,0.98512,0.93658,0.29733,0.32889,0.69623,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
82,1950.35,0.47102,0.48532,0.94966,0.96452,0.95863,0.98464,0.93236,0.3508,0.33419,0.69851,0.0239858,0.00799525,0.0239858,0.00799525,0.0239858,0.00799525,0.0239858,0.00799525
83,1973.78,0.46697,0.49065,0.94879,0.96298,0.95499,0.9844,0.93659,0.28945,0.33886,0.69259,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705
84,1997.6,0.46484,0.48161,0.94963,0.96908,0.95598,0.98533,0.93611,0.31359,0.33431,0.69669,0.0238373,0.00794575,0.0238373,0.00794575,0.0238373,0.00794575,0.0238373,0.00794575
85,2021.52,0.46487,0.48362,0.94687,0.96723,0.95715,0.98536,0.93901,0.29242,0.32772,0.69089,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
86,2044.89,0.45484,0.48157,0.94157,0.96517,0.95723,0.9855,0.93849,0.30605,0.32818,0.68986,0.0236888,0.00789625,0.0236888,0.00789625,0.0236888,0.00789625,0.0236888,0.00789625
87,2068.3,0.46126,0.47477,0.94786,0.9666,0.96007,0.98594,0.9406,0.28992,0.321,0.68898,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715
88,2091.88,0.46208,0.48297,0.94818,0.9702,0.95795,0.98634,0.93876,0.32097,0.33037,0.69553,0.0235402,0.00784675,0.0235402,0.00784675,0.0235402,0.00784675,0.0235402,0.00784675
89,2115.65,0.45662,0.47603,0.94428,0.9684,0.9611,0.98657,0.94256,0.32655,0.31587,0.69283,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
90,2139.33,0.4592,0.48028,0.94545,0.9681,0.96002,0.98581,0.94345,0.28523,0.31259,0.68782,0.0233917,0.00779725,0.0233917,0.00779725,0.0233917,0.00779725,0.0233917,0.00779725
91,2162.79,0.44936,0.47927,0.9421,0.96735,0.96023,0.98561,0.94151,0.29427,0.32659,0.68665,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725
92,2186.47,0.45248,0.46944,0.94429,0.96595,0.96036,0.98667,0.9426,0.3083,0.32303,0.69136,0.0232433,0.00774775,0.0232433,0.00774775,0.0232433,0.00774775,0.0232433,0.00774775
93,2210.14,0.45402,0.47142,0.94245,0.96909,0.96219,0.98664,0.94166,0.32948,0.32086,0.69201,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
94,2233.81,0.45349,0.48456,0.94336,0.96832,0.96243,0.98717,0.94126,0.29268,0.32251,0.68849,0.0230947,0.00769825,0.0230947,0.00769825,0.0230947,0.00769825,0.0230947,0.00769825
95,2257.2,0.45698,0.47808,0.94486,0.97,0.96173,0.98738,0.94476,0.28322,0.31139,0.68533,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735
96,2280.84,0.45327,0.47595,0.94403,0.96812,0.96062,0.98663,0.94313,0.27922,0.31232,0.68946,0.0229462,0.00764875,0.0229462,0.00764875,0.0229462,0.00764875,0.0229462,0.00764875
97,2304.46,0.45138,0.47396,0.94345,0.96924,0.96105,0.98684,0.94402,0.28889,0.30895,0.68865,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
98,2328.05,0.45175,0.477,0.94211,0.96719,0.96195,0.98669,0.94379,0.28553,0.31801,0.6845,0.0227978,0.00759925,0.0227978,0.00759925,0.0227978,0.00759925,0.0227978,0.00759925
99,2351.81,0.44938,0.4695,0.94216,0.96728,0.96332,0.98712,0.94725,0.26832,0.31155,0.68249,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745
100,2375.3,0.43929,0.46247,0.93804,0.96761,0.96404,0.98766,0.94933,0.28084,0.30345,0.68165,0.0226492,0.00754975,0.0226492,0.00754975,0.0226492,0.00754975,0.0226492,0.00754975
101,2398.71,0.44414,0.46687,0.93864,0.96667,0.96457,0.98756,0.94839,0.26596,0.30657,0.68238,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
102,2422.31,0.44111,0.46162,0.93839,0.96859,0.96451,0.98787,0.94804,0.28501,0.30695,0.68069,0.0225007,0.00750025,0.0225007,0.00750025,0.0225007,0.00750025,0.0225007,0.00750025
103,2445.94,0.4338,0.45983,0.9352,0.96838,0.96506,0.98745,0.94903,0.28119,0.30949,0.67693,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755
104,2469.64,0.43511,0.45971,0.93594,0.96956,0.96547,0.9878,0.95119,0.24607,0.2983,0.67588,0.0223522,0.00745075,0.0223522,0.00745075,0.0223522,0.00745075,0.0223522,0.00745075
105,2493.17,0.44056,0.4653,0.93642,0.9694,0.96665,0.98809,0.95105,0.27315,0.30999,0.67596,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
106,2516.77,0.43748,0.4675,0.93786,0.97075,0.96624,0.9881,0.9509,0.2705,0.30986,0.67582,0.0222038,0.00740125,0.0222038,0.00740125,0.0222038,0.00740125,0.0222038,0.00740125
107,2540.05,0.44349,0.46018,0.94348,0.97015,0.96561,0.98805,0.95189,0.25404,0.30349,0.67559,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765
108,2563.49,0.43964,0.46205,0.93615,0.96891,0.96622,0.98836,0.95296,0.24841,0.29706,0.67256,0.0220552,0.00735175,0.0220552,0.00735175,0.0220552,0.00735175,0.0220552,0.00735175
109,2587.06,0.43864,0.463,0.93992,0.96859,0.96619,0.98818,0.95303,0.24636,0.29733,0.67423,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
110,2610.54,0.43651,0.46797,0.93773,0.96852,0.96711,0.98842,0.95255,0.24345,0.29286,0.67407,0.0219067,0.00730225,0.0219067,0.00730225,0.0219067,0.00730225,0.0219067,0.00730225
111,2634.09,0.43356,0.45854,0.93517,0.97322,0.96344,0.98826,0.95152,0.26353,0.29935,0.67631,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775
112,2657.66,0.4363,0.46214,0.93689,0.97422,0.96452,0.98836,0.9513,0.27928,0.30797,0.67845,0.0217582,0.00725275,0.0217582,0.00725275,0.0217582,0.00725275,0.0217582,0.00725275
113,2681.04,0.44091,0.46623,0.94166,0.97004,0.9663,0.98848,0.95222,0.26141,0.30094,0.67662,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
114,2704.63,0.43614,0.46099,0.93615,0.97022,0.96554,0.98823,0.95297,0.24366,0.29555,0.67503,0.0216098,0.00720325,0.0216098,0.00720325,0.0216098,0.00720325,0.0216098,0.00720325
115,2728.11,0.4298,0.46236,0.93444,0.96997,0.96445,0.98807,0.95246,0.23569,0.28767,0.67407,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785
116,2751.75,0.43038,0.46506,0.93189,0.9697,0.96887,0.98862,0.95465,0.24382,0.28346,0.67135,0.0214612,0.00715375,0.0214612,0.00715375,0.0214612,0.00715375,0.0214612,0.00715375
117,2775.21,0.42932,0.45623,0.93431,0.97037,0.96779,0.98878,0.95392,0.26136,0.28709,0.67128,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
118,2798.97,0.42083,0.4569,0.92867,0.96957,0.96843,0.98888,0.95374,0.25702,0.28994,0.67115,0.0213127,0.00710425,0.0213127,0.00710425,0.0213127,0.00710425,0.0213127,0.00710425
119,2822.4,0.42294,0.45092,0.9306,0.973,0.9677,0.98907,0.95396,0.24084,0.29026,0.67152,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795
120,2846.2,0.42458,0.45366,0.93038,0.97123,0.96838,0.98898,0.95448,0.24067,0.28799,0.67253,0.0211642,0.00705475,0.0211642,0.00705475,0.0211642,0.00705475,0.0211642,0.00705475
121,2869.8,0.42629,0.45752,0.93325,0.97366,0.96644,0.98903,0.95416,0.23666,0.2916,0.67411,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
122,2893.19,0.42407,0.45134,0.9325,0.97387,0.96702,0.98908,0.95421,0.24475,0.29389,0.67509,0.0210157,0.00700525,0.0210157,0.00700525,0.0210157,0.00700525,0.0210157,0.00700525
123,2916.92,0.42947,0.45506,0.9352,0.97531,0.96558,0.9892,0.95501,0.23401,0.28355,0.6741,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
124,2940.47,0.41813,0.44731,0.93155,0.97461,0.96725,0.98954,0.95563,0.23126,0.28127,0.67292,0.0208673,0.00695575,0.0208673,0.00695575,0.0208673,0.00695575,0.0208673,0.00695575
125,2964.05,0.4201,0.45167,0.92978,0.97549,0.96693,0.98943,0.95593,0.23537,0.28033,0.67115,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
126,2987.47,0.41542,0.44996,0.92719,0.97462,0.96637,0.98935,0.95665,0.22956,0.27749,0.66965,0.0207188,0.00690625,0.0207188,0.00690625,0.0207188,0.00690625,0.0207188,0.00690625
127,3011.07,0.41734,0.44506,0.93018,0.9724,0.96954,0.98949,0.95662,0.23326,0.27747,0.66874,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
128,3034.92,0.41669,0.43849,0.92926,0.97358,0.96727,0.98946,0.95726,0.23787,0.27782,0.66925,0.0205703,0.00685675,0.0205703,0.00685675,0.0205703,0.00685675,0.0205703,0.00685675
129,3058.65,0.41454,0.44026,0.92637,0.97427,0.96725,0.98952,0.9577,0.23245,0.2757,0.66883,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
130,3082.23,0.41691,0.44372,0.92846,0.97523,0.96845,0.98973,0.95821,0.23029,0.2764,0.6691,0.0204217,0.00680725,0.0204217,0.00680725,0.0204217,0.00680725,0.0204217,0.00680725
131,3105.86,0.41754,0.45375,0.92959,0.97577,0.96913,0.98995,0.95833,0.22981,0.2753,0.66838,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
132,3129.55,0.41844,0.44633,0.93155,0.97402,0.97043,0.98999,0.9581,0.23093,0.27432,0.66913,0.0202732,0.00675775,0.0202732,0.00675775,0.0202732,0.00675775,0.0202732,0.00675775
133,3152.96,0.41082,0.4409,0.92388,0.97416,0.97036,0.99006,0.95828,0.23128,0.27473,0.66928,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
