epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,68.7747,0.45072,0.68987,0.98819,0.82287,0.60303,0.61337,0.4863,1.05045,1.04762,1.15131,0.00141945,0.00141945,0.00141945
17,73.0696,0.46459,0.67204,0.9924,0.83846,0.59113,0.60704,0.40774,1.39083,1.51557,1.47924,0.00140295,0.00140295,0.00140295
18,77.4843,0.4539,0.67088,0.98603,0.74967,0.73009,0.78642,0.66089,0.64344,0.80248,0.89727,0.00138644,0.00138644,0.00138644
19,81.7554,0.45621,0.70489,0.98608,0.72472,0.71889,0.80213,0.63959,0.87968,0.76295,1.04558,0.00136994,0.00136994,0.00136994
20,86.2452,0.43968,0.6457,0.97712,0.77691,0.74282,0.84475,0.63301,1.08544,0.77809,1.1819,0.00135344,0.00135344,0.00135344
21,90.3513,0.43595,0.6651,0.98073,0.82223,0.60303,0.58571,0.39121,1.58772,1.7143,1.7226,0.00133693,0.00133693,0.00133693
22,95.1837,0.41375,0.64397,0.97293,0.80781,0.60045,0.61348,0.49039,0.87721,1.31496,1.01617,0.00132043,0.00132043,0.00132043
23,99.2509,0.43014,0.64733,0.98119,0.82459,0.66689,0.81955,0.68576,0.6854,0.72465,0.93612,0.00130393,0.00130393,0.00130393
24,103.37,0.42586,0.64692,0.97958,0.77107,0.70441,0.8008,0.73836,0.48525,0.73174,0.80825,0.00128742,0.00128742,0.00128742
25,108.204,0.40976,0.63069,0.97568,0.81518,0.69979,0.82507,0.75211,0.4844,0.76326,0.80655,0.00127092,0.00127092,0.00127092
26,112.648,0.40076,0.6374,0.96688,0.79999,0.73535,0.83772,0.708,0.72812,0.83009,0.95988,0.00125442,0.00125442,0.00125442
27,117.029,0.3976,0.61832,0.96528,0.81435,0.68149,0.79663,0.66136,0.65942,0.75043,0.86461,0.00123791,0.00123791,0.00123791
28,121.195,0.38928,0.62119,0.96375,0.82505,0.6861,0.78035,0.59206,1.0277,0.84418,1.14719,0.00122141,0.00122141,0.00122141
29,126.202,0.37224,0.58745,0.95924,0.79975,0.74852,0.8653,0.80643,0.43007,0.61292,0.77275,0.00120491,0.00120491,0.00120491
30,130.284,0.39502,0.58973,0.96843,0.77146,0.74786,0.83927,0.77288,0.44203,0.73971,0.78823,0.0011884,0.0011884,0.0011884
31,134.934,0.39654,0.61387,0.97125,0.8228,0.60303,0.61559,0.51296,0.90662,1.10582,1.18075,0.0011719,0.0011719,0.0011719
32,138.968,0.37707,0.60532,0.95773,0.84417,0.63835,0.79227,0.63993,0.94095,0.81103,1.07206,0.0011554,0.0011554,0.0011554
33,143.095,0.38131,0.6008,0.96546,0.74835,0.76037,0.85101,0.75858,0.61129,0.72588,0.87382,0.00113889,0.00113889,0.00113889
34,147.096,0.38843,0.61434,0.96149,0.80574,0.67719,0.76024,0.58103,1.04422,0.88077,1.15732,0.00112239,0.00112239,0.00112239
35,151.194,0.37732,0.58997,0.95866,0.53901,0.12969,0.12952,0.05472,3.29901,3.18026,3.18421,0.00110589,0.00110589,0.00110589
36,155.791,0.38722,0.60368,0.9607,0.85023,0.58303,0.62608,0.35688,1.78055,1.48345,1.88768,0.00108938,0.00108938,0.00108938
37,159.753,0.36768,0.58484,0.95314,0.82786,0.61883,0.69567,0.53037,1.0861,1.07545,1.13916,0.00107288,0.00107288,0.00107288
38,163.677,0.37508,0.60434,0.96082,0.75173,0.76103,0.82958,0.74422,0.55598,0.72,0.83415,0.00105638,0.00105638,0.00105638
39,167.731,0.35597,0.58389,0.95723,0.80494,0.74708,0.85928,0.78759,0.47715,0.62738,0.79327,0.00103987,0.00103987,0.00103987
40,171.737,0.35538,0.5974,0.95611,0.79947,0.77164,0.87712,0.78237,0.59167,0.58536,0.88066,0.00102337,0.00102337,0.00102337
41,175.839,0.36479,0.58852,0.95666,0.81229,0.73404,0.83742,0.68385,0.9189,0.69921,1.0377,0.00100687,0.00100687,0.00100687
42,179.922,0.34992,0.5834,0.95093,0.84532,0.78429,0.89671,0.83343,0.41501,0.58722,0.76441,0.000990365,0.000990365,0.000990365
43,184.155,0.35486,0.57951,0.94842,0.82296,0.70375,0.78114,0.66106,0.64854,0.79553,0.92834,0.000973861,0.000973861,0.000973861
44,188.231,0.34381,0.55902,0.94886,0.79667,0.74523,0.87652,0.75526,0.5906,0.64313,0.85925,0.000957358,0.000957358,0.000957358
45,192.276,0.34891,0.56615,0.95167,0.80198,0.77222,0.87407,0.82246,0.39948,0.65996,0.76966,0.000940855,0.000940855,0.000940855
46,196.641,0.34163,0.56204,0.95025,0.7695,0.82028,0.87936,0.82209,0.41196,0.59216,0.76218,0.000924352,0.000924352,0.000924352
47,200.679,0.33646,0.5549,0.95016,0.77191,0.82423,0.8876,0.7437,0.68272,0.60235,0.88923,0.000907848,0.000907848,0.000907848
48,204.747,0.32882,0.54465,0.94519,0.74418,0.74496,0.85015,0.78629,0.40685,0.66214,0.7678,0.000891345,0.000891345,0.000891345
49,208.966,0.33477,0.5377,0.94666,0.62612,0.79197,0.79179,0.6821,0.55397,0.78659,0.82658,0.000874842,0.000874842,0.000874842
50,212.914,0.33048,0.56241,0.94679,0.83245,0.76366,0.88108,0.79242,0.44251,0.60472,0.77632,0.000858338,0.000858338,0.000858338
51,216.889,0.33486,0.55549,0.94836,0.78545,0.83344,0.90577,0.78002,0.64999,0.61176,0.85919,0.000841835,0.000841835,0.000841835
52,220.944,0.34406,0.55393,0.94649,0.85183,0.79921,0.91492,0.85398,0.44628,0.50714,0.7706,0.000825332,0.000825332,0.000825332
53,225.197,0.32406,0.5348,0.94364,0.80572,0.83015,0.9064,0.83428,0.46276,0.55175,0.76173,0.000808828,0.000808828,0.000808828
54,229.417,0.33019,0.55225,0.94771,0.81104,0.82554,0.90801,0.74725,0.76515,0.58159,0.93083,0.000792325,0.000792325,0.000792325
55,233.451,0.31977,0.54177,0.94306,0.78715,0.80316,0.87068,0.72494,0.78958,0.68945,0.96693,0.000775822,0.000775822,0.000775822
56,237.949,0.3102,0.52419,0.93762,0.85701,0.64187,0.79109,0.59116,1.00641,0.78636,1.07016,0.000759318,0.000759318,0.000759318
57,241.931,0.31491,0.53117,0.9393,0.80617,0.84331,0.90973,0.84672,0.42531,0.50204,0.77315,0.000742815,0.000742815,0.000742815
58,245.915,0.30829,0.53065,0.94229,0.8157,0.86175,0.92414,0.85968,0.41117,0.49872,0.76692,0.000726312,0.000726312,0.000726312
59,250.029,0.30595,0.52807,0.94111,0.7674,0.89335,0.90661,0.8339,0.48153,0.56285,0.79533,0.000709809,0.000709809,0.000709809
60,254.084,0.31226,0.54161,0.94281,0.782,0.76959,0.81851,0.70728,0.69732,0.74566,0.93443,0.000693305,0.000693305,0.000693305
61,258.205,0.304,0.51783,0.93753,0.79033,0.86241,0.91304,0.85747,0.36962,0.5201,0.73848,0.000676802,0.000676802,0.000676802
62,262.178,0.28343,0.49127,0.9354,0.84429,0.8578,0.92721,0.87708,0.32183,0.49793,0.72534,0.000660299,0.000660299,0.000660299
63,266.094,0.31721,0.51432,0.94454,0.84199,0.84463,0.92753,0.86185,0.38956,0.47764,0.74445,0.000643795,0.000643795,0.000643795
64,270.131,0.29944,0.49808,0.93446,0.83871,0.79197,0.90286,0.84676,0.38054,0.51375,0.74345,0.000627292,0.000627292,0.000627292
65,274.343,0.29775,0.52539,0.93973,0.84066,0.79065,0.90806,0.83073,0.39031,0.553,0.74135,0.000610789,0.000610789,0.000610789
66,278.542,0.29065,0.50044,0.93398,0.83028,0.8631,0.92287,0.87001,0.34753,0.48065,0.73497,0.000594286,0.000594286,0.000594286
67,282.631,0.29181,0.49771,0.93646,0.86767,0.85451,0.93501,0.87979,0.33935,0.49099,0.73466,0.000577782,0.000577782,0.000577782
68,286.706,0.30127,0.50081,0.93586,0.8362,0.86708,0.92558,0.87113,0.33169,0.46552,0.72278,0.000561279,0.000561279,0.000561279
69,290.792,0.2898,0.48697,0.93612,0.83769,0.83739,0.912,0.85072,0.44827,0.55106,0.77084,0.000544776,0.000544776,0.000544776
70,294.741,0.28517,0.4856,0.94131,0.82026,0.85024,0.92972,0.86884,0.40626,0.4764,0.75362,0.000528272,0.000528272,0.000528272
71,298.688,0.26997,0.47378,0.92752,0.83162,0.84537,0.92411,0.85299,0.4396,0.51818,0.75888,0.000511769,0.000511769,0.000511769
72,302.907,0.28829,0.49672,0.93385,0.87034,0.87623,0.94971,0.88904,0.4242,0.43845,0.76013,0.000495266,0.000495266,0.000495266
73,306.992,0.28206,0.48141,0.93504,0.87217,0.84266,0.9296,0.87731,0.37574,0.47591,0.73995,0.000478762,0.000478762,0.000478762
74,310.941,0.27689,0.48126,0.93145,0.85051,0.87271,0.94428,0.88155,0.45112,0.45624,0.7618,0.000462259,0.000462259,0.000462259
75,315.139,0.27822,0.49213,0.92876,0.79537,0.8499,0.89602,0.84159,0.36863,0.54959,0.74162,0.000445756,0.000445756,0.000445756
76,319.29,0.27184,0.48872,0.93321,0.89309,0.83589,0.94272,0.88822,0.31872,0.44632,0.72183,0.000429253,0.000429253,0.000429253
77,323.568,0.26307,0.46707,0.92702,0.86491,0.89862,0.95131,0.80695,0.62764,0.50043,0.8609,0.000412749,0.000412749,0.000412749
78,327.571,0.27065,0.47206,0.92957,0.85123,0.86833,0.93922,0.89143,0.3097,0.42118,0.72008,0.000396246,0.000396246,0.000396246
79,331.768,0.26808,0.4655,0.92899,0.83148,0.84858,0.93478,0.8753,0.39645,0.4966,0.7504,0.000379743,0.000379743,0.000379743
80,335.741,0.28782,0.48287,0.93302,0.86749,0.75444,0.91431,0.82154,0.56126,0.57197,0.82158,0.000363239,0.000363239,0.000363239
81,339.929,0.26517,0.46331,0.92961,0.903,0.8736,0.95546,0.90298,0.4021,0.42849,0.75384,0.000346736,0.000346736,0.000346736
82,344.154,0.2605,0.47149,0.92755,0.883,0.87623,0.94864,0.88897,0.43991,0.43694,0.76738,0.000330233,0.000330233,0.000330233
83,348.399,0.25611,0.45384,0.92448,0.88724,0.89618,0.9556,0.90868,0.35941,0.39174,0.72506,0.000313729,0.000313729,0.000313729
84,352.477,0.26316,0.47517,0.93104,0.88523,0.86109,0.94492,0.87996,0.36373,0.44557,0.73961,0.000297226,0.000297226,0.000297226
85,356.665,0.2613,0.46855,0.93112,0.86578,0.8815,0.9497,0.90035,0.32694,0.39389,0.71925,0.000280723,0.000280723,0.000280723
86,361.136,0.24837,0.45165,0.92225,0.90089,0.88874,0.96116,0.91699,0.29913,0.38506,0.71225,0.00026422,0.00026422,0.00026422
87,365.452,0.24926,0.44584,0.92497,0.87789,0.89927,0.95818,0.8804,0.53453,0.44472,0.81451,0.000247716,0.000247716,0.000247716
88,369.784,0.24276,0.42975,0.92667,0.91444,0.87945,0.96019,0.91767,0.27841,0.36018,0.70529,0.000231213,0.000231213,0.000231213
89,374.011,0.241,0.44392,0.92084,0.88775,0.85391,0.94565,0.89757,0.29836,0.40992,0.71473,0.00021471,0.00021471,0.00021471
90,378.49,0.25029,0.44459,0.92834,0.92386,0.88216,0.96559,0.92207,0.28746,0.35636,0.70905,0.000198206,0.000198206,0.000198206
91,383.286,0.27991,0.58289,0.88948,0.85644,0.88282,0.94169,0.89699,0.33979,0.52461,0.73373,0.000181703,0.000181703,0.000181703
92,387.82,0.24917,0.39974,0.8817,0.86644,0.89687,0.95518,0.90243,0.28598,0.41416,0.70889,0.0001652,0.0001652,0.0001652
93,392.089,0.2525,0.36356,0.88578,0.90295,0.90041,0.96414,0.91537,0.32462,0.39438,0.71934,0.000148696,0.000148696,0.000148696
94,396.042,0.24122,0.35819,0.87873,0.86177,0.8783,0.946,0.89328,0.32646,0.46124,0.71924,0.000132193,0.000132193,0.000132193
95,400.394,0.23452,0.35804,0.87637,0.90714,0.90032,0.96833,0.9133,0.33385,0.38252,0.7311,0.00011569,0.00011569,0.00011569
96,404.747,0.23808,0.34841,0.87785,0.9274,0.89335,0.97256,0.92741,0.29184,0.35191,0.7108,9.91865e-05,9.91865e-05,9.91865e-05
97,409.076,0.23142,0.33405,0.87705,0.93356,0.90651,0.97675,0.93606,0.27757,0.33978,0.71024,8.26832e-05,8.26832e-05,8.26832e-05
98,413.46,0.21818,0.32726,0.87241,0.93067,0.91047,0.97616,0.93343,0.27509,0.33146,0.70626,6.61799e-05,6.61799e-05,6.61799e-05
99,417.623,0.21738,0.32392,0.87026,0.92258,0.91003,0.97403,0.93385,0.27959,0.34624,0.70753,4.96766e-05,4.96766e-05,4.96766e-05
100,421.732,0.21737,0.32014,0.87107,0.93615,0.91442,0.97798,0.93811,0.26709,0.33115,0.70271,3.31733e-05,3.31733e-05,3.31733e-05
