epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,786.315,0.42213,0.33733,0.92824,0.96821,0.96055,0.99132,0.81774,0.70946,0.35958,0.78445,0.000485364,0.000485364,0.000485364
181,790.972,0.42763,0.33324,0.93382,0.96257,0.95781,0.99124,0.9001,0.47488,0.29186,0.73388,0.000478762,0.000478762,0.000478762
182,795.146,0.42694,0.35025,0.92862,0.95808,0.95336,0.98909,0.91805,0.32845,0.28686,0.71875,0.000472161,0.000472161,0.000472161
183,799.275,0.43014,0.34179,0.93003,0.95139,0.94362,0.98696,0.89637,0.35727,0.2955,0.73032,0.00046556,0.00046556,0.00046556
184,803.435,0.41827,0.33519,0.92641,0.98053,0.95436,0.9922,0.93332,0.29355,0.2555,0.70422,0.000458958,0.000458958,0.000458958
185,807.834,0.41924,0.34337,0.92418,0.96932,0.95772,0.99157,0.92568,0.33901,0.26734,0.71377,0.000452357,0.000452357,0.000452357
186,812.084,0.42627,0.33576,0.92433,0.97457,0.96434,0.99206,0.9242,0.35628,0.26567,0.71054,0.000445756,0.000445756,0.000445756
187,816.538,0.4117,0.34134,0.92042,0.96433,0.96208,0.99135,0.92429,0.30847,0.25462,0.70836,0.000439154,0.000439154,0.000439154
188,820.789,0.42342,0.34345,0.9304,0.96668,0.96379,0.99167,0.93554,0.321,0.25198,0.69968,0.000432553,0.000432553,0.000432553
189,825.03,0.42962,0.34554,0.92995,0.97811,0.95956,0.99231,0.93546,0.28584,0.25236,0.69951,0.000425952,0.000425952,0.000425952
190,829.399,0.43455,0.34174,0.93374,0.97667,0.95134,0.99165,0.92158,0.41259,0.27909,0.70959,0.000419351,0.000419351,0.000419351
191,833.664,0.41665,0.33868,0.92601,0.97089,0.96261,0.99246,0.93602,0.31834,0.25415,0.7038,0.000412749,0.000412749,0.000412749
192,837.972,0.41155,0.33663,0.92697,0.9709,0.95638,0.99206,0.93097,0.33251,0.25363,0.70602,0.000406148,0.000406148,0.000406148
193,842.137,0.41573,0.34179,0.92754,0.96017,0.95459,0.99004,0.81702,0.76053,0.37022,0.78022,0.000399547,0.000399547,0.000399547
194,846.5,0.40449,0.3279,0.92569,0.98207,0.95572,0.99165,0.91716,0.43261,0.27528,0.71635,0.000392945,0.000392945,0.000392945
195,850.627,0.42043,0.33672,0.92961,0.97319,0.95805,0.99198,0.9251,0.40743,0.26969,0.71588,0.000386344,0.000386344,0.000386344
196,854.744,0.41005,0.33934,0.92512,0.97321,0.96309,0.99185,0.9211,0.40942,0.26905,0.71322,0.000379743,0.000379743,0.000379743
197,859.1,0.40333,0.33,0.9238,0.97416,0.96309,0.99238,0.94339,0.29621,0.24431,0.69862,0.000373141,0.000373141,0.000373141
198,863.461,0.39862,0.3258,0.91975,0.98305,0.95382,0.99242,0.93065,0.38431,0.26904,0.70928,0.00036654,0.00036654,0.00036654
199,867.612,0.39454,0.31669,0.91995,0.97347,0.96056,0.9923,0.93926,0.31689,0.24872,0.70148,0.000359939,0.000359939,0.000359939
200,871.812,0.40772,0.33209,0.9207,0.97373,0.97114,0.99283,0.93689,0.33164,0.24446,0.70056,0.000353337,0.000353337,0.000353337
201,876.183,0.39602,0.3245,0.92197,0.98109,0.95705,0.99216,0.93717,0.31549,0.24102,0.70327,0.000346736,0.000346736,0.000346736
202,880.439,0.39666,0.32716,0.91922,0.97787,0.96174,0.99229,0.94422,0.27832,0.23207,0.69648,0.000340135,0.000340135,0.000340135
203,884.656,0.39648,0.32621,0.91919,0.98068,0.95906,0.99225,0.94417,0.26501,0.23678,0.69093,0.000333533,0.000333533,0.000333533
204,889.023,0.39792,0.31753,0.91867,0.97671,0.95839,0.99181,0.93748,0.28796,0.24619,0.7008,0.000326932,0.000326932,0.000326932
205,893.235,0.3887,0.3184,0.91694,0.97132,0.96604,0.99218,0.94218,0.3278,0.24827,0.69727,0.000320331,0.000320331,0.000320331
206,897.576,0.39235,0.31401,0.91761,0.97714,0.961,0.99246,0.94784,0.26911,0.23458,0.68652,0.000313729,0.000313729,0.000313729
207,901.976,0.39469,0.32637,0.91733,0.97505,0.95746,0.99166,0.93743,0.32879,0.25426,0.69632,0.000307128,0.000307128,0.000307128
208,906.353,0.39865,0.32377,0.91864,0.98075,0.96309,0.99272,0.9481,0.25702,0.22714,0.68943,0.000300527,0.000300527,0.000300527
209,910.552,0.39957,0.32401,0.91826,0.98222,0.96381,0.99267,0.93852,0.31069,0.24143,0.70407,0.000293925,0.000293925,0.000293925
210,914.694,0.3878,0.31861,0.91521,0.97726,0.96634,0.99256,0.93258,0.30767,0.23884,0.69989,0.000287324,0.000287324,0.000287324
211,918.92,0.38615,0.31371,0.91743,0.98468,0.96577,0.99333,0.95196,0.25558,0.21661,0.68707,0.000280723,0.000280723,0.000280723
212,923.149,0.39297,0.31694,0.91979,0.97701,0.97416,0.99325,0.94413,0.31006,0.23552,0.69371,0.000274121,0.000274121,0.000274121
213,927.629,0.37033,0.30635,0.91224,0.9869,0.96208,0.99329,0.9519,0.28973,0.22449,0.6874,0.00026752,0.00026752,0.00026752
214,931.974,0.38379,0.31692,0.91417,0.97654,0.96711,0.99303,0.94509,0.29648,0.23293,0.69579,0.000260919,0.000260919,0.000260919
215,936.126,0.38133,0.31568,0.91416,0.97941,0.97047,0.99337,0.948,0.26384,0.2233,0.69249,0.000254318,0.000254318,0.000254318
216,940.337,0.38234,0.31206,0.91591,0.97857,0.96558,0.99316,0.9521,0.25498,0.22547,0.68867,0.000247716,0.000247716,0.000247716
217,944.713,0.37055,0.29915,0.91497,0.97261,0.96502,0.99279,0.94317,0.29116,0.23996,0.6939,0.000241115,0.000241115,0.000241115
218,948.907,0.37857,0.31022,0.91377,0.97753,0.96913,0.99319,0.95373,0.2509,0.22137,0.6883,0.000234514,0.000234514,0.000234514
219,953.079,0.37542,0.3072,0.9125,0.98325,0.96496,0.99331,0.95287,0.26951,0.22377,0.69074,0.000227912,0.000227912,0.000227912
220,957.309,0.37811,0.3131,0.91181,0.98215,0.96577,0.99311,0.92974,0.40288,0.26091,0.70432,0.000221311,0.000221311,0.000221311
221,961.489,0.37191,0.31095,0.91275,0.98167,0.96779,0.99328,0.95118,0.25534,0.22317,0.68538,0.00021471,0.00021471,0.00021471
222,965.898,0.38664,0.30973,0.91135,0.97999,0.96961,0.99348,0.95263,0.27468,0.22452,0.68426,0.000208108,0.000208108,0.000208108
223,970.204,0.37343,0.30609,0.91716,0.98031,0.96846,0.99345,0.95035,0.32518,0.23385,0.68835,0.000201507,0.000201507,0.000201507
224,974.682,0.37626,0.31014,0.91494,0.97999,0.96957,0.99328,0.9415,0.36589,0.2427,0.69494,0.000194906,0.000194906,0.000194906
225,978.993,0.36424,0.30159,0.91022,0.98284,0.96779,0.99354,0.95494,0.26185,0.21764,0.68412,0.000188304,0.000188304,0.000188304
226,983.199,0.37346,0.30737,0.91233,0.97829,0.96879,0.99334,0.95761,0.25234,0.21888,0.68274,0.000181703,0.000181703,0.000181703
227,987.581,0.37547,0.30806,0.91328,0.97152,0.97308,0.99318,0.95255,0.26492,0.22283,0.68908,0.000175102,0.000175102,0.000175102
228,991.736,0.36935,0.30569,0.9098,0.98409,0.96745,0.99343,0.95328,0.24882,0.22168,0.68624,0.0001685,0.0001685,0.0001685
229,996.242,0.37513,0.30719,0.91662,0.984,0.96973,0.99362,0.94649,0.27735,0.22932,0.69485,0.000161899,0.000161899,0.000161899
230,1000.71,0.38413,0.31546,0.91238,0.98131,0.97383,0.99385,0.94514,0.30081,0.22909,0.69396,0.000155298,0.000155298,0.000155298
231,1005.07,0.36523,0.29968,0.90753,0.97579,0.9739,0.99357,0.95723,0.23607,0.21451,0.679,0.000148696,0.000148696,0.000148696
232,1009.32,0.3594,0.29217,0.9083,0.97836,0.97113,0.9934,0.95269,0.26427,0.22315,0.68443,0.000142095,0.000142095,0.000142095
233,1013.81,0.36196,0.30414,0.90871,0.97683,0.97617,0.99374,0.95501,0.24936,0.21839,0.68338,0.000135494,0.000135494,0.000135494
234,1018.08,0.36277,0.29974,0.9096,0.97739,0.97081,0.99362,0.95796,0.23103,0.21402,0.68172,0.000128892,0.000128892,0.000128892
235,1022.34,0.36757,0.30202,0.90909,0.97576,0.97263,0.9934,0.95766,0.22834,0.20913,0.68197,0.000122291,0.000122291,0.000122291
236,1026.63,0.36366,0.30226,0.90752,0.98211,0.97148,0.9935,0.95984,0.22196,0.20762,0.67879,0.00011569,0.00011569,0.00011569
237,1030.81,0.35713,0.29409,0.90595,0.98177,0.97564,0.9938,0.96072,0.24269,0.20923,0.67929,0.000109088,0.000109088,0.000109088
238,1034.96,0.36091,0.29465,0.9131,0.97861,0.97953,0.99385,0.96165,0.23617,0.20697,0.67909,0.000102487,0.000102487,0.000102487
239,1039.11,0.35495,0.29628,0.90587,0.98073,0.97366,0.99378,0.95995,0.23943,0.21196,0.68097,9.58858e-05,9.58858e-05,9.58858e-05
240,1043.43,0.35167,0.29021,0.90783,0.98488,0.97416,0.99394,0.95856,0.23768,0.21035,0.68258,8.92845e-05,8.92845e-05,8.92845e-05
241,1048.48,0.32636,0.27204,0.86637,0.98031,0.9745,0.99377,0.9569,0.23904,0.21515,0.68103,8.26832e-05,8.26832e-05,8.26832e-05
242,1052.69,0.30487,0.23115,0.85729,0.98331,0.96898,0.9936,0.95471,0.24618,0.22019,0.6813,7.60819e-05,7.60819e-05,7.60819e-05
243,1057.2,0.28307,0.22105,0.85238,0.98631,0.9745,0.99392,0.95695,0.24306,0.21572,0.67982,6.94806e-05,6.94806e-05,6.94806e-05
244,1061.39,0.28523,0.22131,0.85242,0.98513,0.97835,0.99407,0.95926,0.23637,0.21191,0.67658,6.28792e-05,6.28792e-05,6.28792e-05
245,1065.58,0.2823,0.21759,0.84987,0.98844,0.97579,0.99421,0.95945,0.23822,0.21179,0.67707,5.62779e-05,5.62779e-05,5.62779e-05
246,1069.88,0.2706,0.21037,0.84576,0.9862,0.97685,0.99408,0.96183,0.22431,0.2075,0.67477,4.96766e-05,4.96766e-05,4.96766e-05
247,1074.35,0.27982,0.21282,0.84448,0.98511,0.97694,0.99416,0.96134,0.24395,0.21058,0.67511,4.30753e-05,4.30753e-05,4.30753e-05
248,1078.75,0.26669,0.20814,0.84029,0.98645,0.97745,0.99414,0.96021,0.22937,0.20833,0.67486,3.6474e-05,3.6474e-05,3.6474e-05
249,1082.99,0.27668,0.21423,0.84963,0.98546,0.97799,0.99417,0.96298,0.22065,0.20359,0.67347,2.98726e-05,2.98726e-05,2.98726e-05
250,1087.17,0.26039,0.20725,0.8452,0.98821,0.97718,0.99424,0.96194,0.22204,0.2036,0.67317,2.32713e-05,2.32713e-05,2.32713e-05
