epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,314.541,0.63665,0.51963,1.0163,0.94782,0.94731,0.97911,0.8577,0.65171,0.41288,0.77286,0.00135344,0.00135344,0.00135344
21,330.216,0.62503,0.50616,1.01087,0.96393,0.89536,0.96612,0.81998,0.68664,0.51691,0.82941,0.00133693,0.00133693,0.00133693
22,346.036,0.6131,0.50413,1.00605,0.92873,0.93947,0.96343,0.87609,0.52395,0.47522,0.7413,0.00132043,0.00132043,0.00132043
23,361.722,0.612,0.506,1.0045,0.92893,0.93343,0.97291,0.87119,0.56423,0.449,0.77607,0.00130393,0.00130393,0.00130393
24,377.696,0.5963,0.4924,1.00241,0.93004,0.93954,0.97946,0.86754,0.57204,0.43677,0.76817,0.00128742,0.00128742,0.00128742
25,393.116,0.5995,0.49135,1.00249,0.94564,0.9392,0.97984,0.83084,0.79901,0.43677,0.83548,0.00127092,0.00127092,0.00127092
26,408.878,0.59117,0.48129,0.99556,0.94744,0.95397,0.98268,0.88178,0.54105,0.38866,0.73835,0.00125442,0.00125442,0.00125442
27,424.446,0.58486,0.4912,0.99869,0.9524,0.91529,0.96519,0.80045,0.89372,0.53638,0.86149,0.00123791,0.00123791,0.00123791
28,440.137,0.60192,0.48618,0.9999,0.94129,0.92742,0.96995,0.88301,0.46267,0.43308,0.73561,0.00122141,0.00122141,0.00122141
29,455.726,0.58382,0.46979,0.99482,0.95889,0.93063,0.97893,0.86951,0.60048,0.40578,0.7536,0.00120491,0.00120491,0.00120491
30,471.385,0.5711,0.46981,0.99044,0.9018,0.90286,0.9371,0.78526,0.66706,0.61455,0.80896,0.0011884,0.0011884,0.0011884
31,486.981,0.57936,0.47404,0.99728,0.9468,0.94782,0.97563,0.87589,0.55428,0.42279,0.74062,0.0011719,0.0011719,0.0011719
32,503.168,0.57101,0.46332,0.99006,0.96156,0.94486,0.98122,0.87853,0.55917,0.39065,0.75298,0.0011554,0.0011554,0.0011554
33,518.726,0.56131,0.4631,0.9871,0.88052,0.86199,0.92044,0.74417,0.94686,0.60501,0.89617,0.00113889,0.00113889,0.00113889
34,534.243,0.5596,0.45703,0.9889,0.96253,0.95244,0.98602,0.90059,0.46928,0.33292,0.72034,0.00112239,0.00112239,0.00112239
35,549.98,0.55436,0.45447,0.98687,0.87485,0.86605,0.90194,0.79598,0.66357,0.60741,0.81999,0.00110589,0.00110589,0.00110589
36,565.472,0.54839,0.44825,0.98637,0.96598,0.95953,0.9858,0.84331,0.77898,0.39767,0.80342,0.00108938,0.00108938,0.00108938
37,581.672,0.55051,0.45415,0.98459,0.95562,0.94018,0.98224,0.90687,0.4428,0.35045,0.71039,0.00107288,0.00107288,0.00107288
38,597.623,0.54446,0.44014,0.98228,0.96675,0.94472,0.98364,0.89935,0.48886,0.36159,0.73479,0.00105638,0.00105638,0.00105638
39,613.152,0.53265,0.43557,0.97687,0.95721,0.95697,0.98578,0.89711,0.48953,0.33627,0.71706,0.00103987,0.00103987,0.00103987
40,628.86,0.53122,0.44396,0.9772,0.96054,0.95829,0.98665,0.91529,0.39305,0.31875,0.70328,0.00102337,0.00102337,0.00102337
41,644.56,0.53066,0.4355,0.97655,0.96506,0.96231,0.98616,0.90436,0.47154,0.34249,0.71761,0.00100687,0.00100687,0.00100687
42,660.249,0.52618,0.42993,0.97728,0.96426,0.96222,0.98776,0.90659,0.4535,0.32243,0.71284,0.000990365,0.000990365,0.000990365
43,675.987,0.52639,0.43073,0.97779,0.94183,0.90665,0.96246,0.86708,0.48716,0.43481,0.74979,0.000973861,0.000973861,0.000973861
44,691.74,0.52034,0.42565,0.97293,0.96535,0.94494,0.98237,0.88974,0.51286,0.34868,0.73858,0.000957358,0.000957358,0.000957358
45,707.376,0.51948,0.42034,0.97149,0.96022,0.94207,0.98237,0.9055,0.41741,0.34544,0.72153,0.000940855,0.000940855,0.000940855
46,723.062,0.51393,0.42276,0.97029,0.97433,0.95494,0.98829,0.91865,0.42714,0.30661,0.70951,0.000924352,0.000924352,0.000924352
47,738.61,0.5139,0.42001,0.97197,0.9427,0.94823,0.9809,0.91136,0.40899,0.35721,0.71008,0.000907848,0.000907848,0.000907848
48,754.357,0.50991,0.41653,0.97117,0.97009,0.96636,0.98902,0.90841,0.48098,0.31583,0.70393,0.000891345,0.000891345,0.000891345
49,770.03,0.49968,0.41476,0.96592,0.97891,0.94236,0.98598,0.92178,0.3651,0.31923,0.69763,0.000874842,0.000874842,0.000874842
50,785.612,0.50864,0.40891,0.96964,0.96388,0.94338,0.98399,0.9218,0.37377,0.33409,0.70366,0.000858338,0.000858338,0.000858338
51,801.289,0.49426,0.39916,0.96343,0.97497,0.96294,0.98875,0.92958,0.37835,0.28149,0.69149,0.000841835,0.000841835,0.000841835
52,816.998,0.49683,0.40061,0.96762,0.97194,0.96057,0.98869,0.92592,0.3768,0.30423,0.69926,0.000825332,0.000825332,0.000825332
53,832.993,0.49825,0.40629,0.96613,0.97769,0.96,0.98881,0.9259,0.41013,0.30824,0.69393,0.000808828,0.000808828,0.000808828
54,848.761,0.48484,0.40541,0.9647,0.97739,0.95358,0.98719,0.91692,0.41231,0.31521,0.70837,0.000792325,0.000792325,0.000792325
55,864.603,0.47033,0.39646,0.95792,0.97606,0.96386,0.98959,0.93235,0.34234,0.28384,0.68214,0.000775822,0.000775822,0.000775822
56,880.371,0.48282,0.40638,0.96138,0.96626,0.95878,0.9873,0.91635,0.44453,0.3227,0.70261,0.000759318,0.000759318,0.000759318
57,895.991,0.47404,0.39654,0.95772,0.97359,0.96509,0.99013,0.92647,0.36508,0.28052,0.68869,0.000742815,0.000742815,0.000742815
58,911.775,0.47164,0.38632,0.95604,0.97546,0.96336,0.98877,0.92716,0.38463,0.29056,0.68837,0.000726312,0.000726312,0.000726312
59,927.796,0.46339,0.38383,0.95417,0.97584,0.97077,0.99028,0.92739,0.41638,0.28354,0.68932,0.000709809,0.000709809,0.000709809
60,943.497,0.46425,0.37915,0.95146,0.97435,0.96846,0.99096,0.93493,0.3688,0.27027,0.68825,0.000693305,0.000693305,0.000693305
61,959.055,0.46905,0.38211,0.95511,0.98215,0.96309,0.9903,0.93694,0.35525,0.26863,0.6852,0.000676802,0.000676802,0.000676802
62,974.964,0.46607,0.38157,0.9557,0.95983,0.96415,0.98688,0.93481,0.34627,0.30162,0.67961,0.000660299,0.000660299,0.000660299
63,990.551,0.45886,0.38437,0.95287,0.97638,0.966,0.9898,0.93395,0.35922,0.28824,0.68381,0.000643795,0.000643795,0.000643795
64,1006.2,0.45264,0.37847,0.94873,0.97976,0.97089,0.99157,0.94055,0.35033,0.26265,0.67627,0.000627292,0.000627292,0.000627292
65,1021.74,0.45419,0.37514,0.94947,0.97837,0.96947,0.99072,0.93854,0.3321,0.26735,0.66801,0.000610789,0.000610789,0.000610789
66,1037.48,0.45006,0.37209,0.94816,0.98117,0.97255,0.99174,0.94328,0.32558,0.25805,0.67505,0.000594286,0.000594286,0.000594286
67,1053.17,0.44215,0.36439,0.94583,0.97928,0.97161,0.99165,0.93854,0.33848,0.2552,0.67622,0.000577782,0.000577782,0.000577782
68,1068.95,0.44452,0.37185,0.9455,0.97708,0.9729,0.99128,0.9418,0.32559,0.26118,0.67303,0.000561279,0.000561279,0.000561279
69,1084.57,0.44461,0.3679,0.9464,0.98111,0.97052,0.99094,0.94187,0.32784,0.26114,0.67535,0.000544776,0.000544776,0.000544776
70,1100.19,0.44046,0.36722,0.94603,0.98202,0.96866,0.99144,0.9406,0.35824,0.25754,0.68149,0.000528272,0.000528272,0.000528272
71,1115.89,0.43938,0.36221,0.94778,0.97549,0.96905,0.98988,0.93885,0.34831,0.2714,0.67091,0.000511769,0.000511769,0.000511769
72,1131.8,0.42916,0.3592,0.94107,0.9784,0.97506,0.99161,0.94266,0.33191,0.26276,0.67227,0.000495266,0.000495266,0.000495266
73,1147.62,0.43402,0.36869,0.94533,0.97636,0.97363,0.99145,0.94377,0.31497,0.26214,0.66555,0.000478762,0.000478762,0.000478762
74,1163.33,0.42558,0.35598,0.94161,0.98137,0.9721,0.99161,0.94564,0.31327,0.25695,0.66131,0.000462259,0.000462259,0.000462259
75,1179.23,0.423,0.35664,0.93643,0.98198,0.97082,0.99162,0.92564,0.42332,0.26168,0.67765,0.000445756,0.000445756,0.000445756
76,1195.17,0.41549,0.34662,0.93666,0.98184,0.97156,0.99145,0.94585,0.32058,0.2545,0.66618,0.000429253,0.000429253,0.000429253
77,1210.83,0.41252,0.351,0.9352,0.982,0.97272,0.99175,0.94791,0.3057,0.24946,0.66322,0.000412749,0.000412749,0.000412749
78,1226.51,0.41985,0.35101,0.94135,0.98043,0.97601,0.992,0.94928,0.29845,0.24163,0.65999,0.000396246,0.000396246,0.000396246
79,1242.14,0.41493,0.34378,0.9349,0.98177,0.97144,0.99181,0.9473,0.30383,0.24475,0.6644,0.000379743,0.000379743,0.000379743
80,1258,0.41387,0.3447,0.93657,0.98256,0.97424,0.99231,0.94796,0.30041,0.23891,0.66721,0.000363239,0.000363239,0.000363239
81,1273.77,0.40995,0.33646,0.93374,0.98012,0.9738,0.99152,0.94919,0.29694,0.24477,0.66263,0.000346736,0.000346736,0.000346736
82,1289.47,0.41216,0.34456,0.93499,0.98467,0.97079,0.99225,0.9509,0.29195,0.23419,0.65637,0.000330233,0.000330233,0.000330233
83,1304.97,0.39895,0.33214,0.92975,0.98059,0.97656,0.99226,0.95202,0.28708,0.23334,0.65628,0.000313729,0.000313729,0.000313729
84,1320.84,0.39869,0.33698,0.93037,0.97349,0.96957,0.99076,0.94972,0.29525,0.2545,0.65843,0.000297226,0.000297226,0.000297226
85,1336.53,0.40044,0.34001,0.93077,0.98163,0.97744,0.99282,0.94943,0.30767,0.2371,0.65808,0.000280723,0.000280723,0.000280723
86,1352.13,0.40095,0.33345,0.93165,0.98205,0.97708,0.99249,0.95025,0.28786,0.22842,0.66066,0.00026422,0.00026422,0.00026422
87,1367.9,0.39475,0.32861,0.92936,0.98195,0.97895,0.99247,0.95325,0.28392,0.22808,0.65585,0.000247716,0.000247716,0.000247716
88,1383.72,0.39104,0.32525,0.92487,0.98549,0.97592,0.99274,0.9559,0.26506,0.21748,0.64919,0.000231213,0.000231213,0.000231213
89,1399.45,0.39354,0.32975,0.93103,0.98617,0.97599,0.99266,0.95517,0.27422,0.22802,0.65031,0.00021471,0.00021471,0.00021471
90,1415.3,0.38808,0.32904,0.92934,0.98524,0.97466,0.9922,0.95518,0.27434,0.22381,0.65045,0.000198206,0.000198206,0.000198206
91,1431.49,0.32244,0.256,0.87244,0.97751,0.97454,0.99218,0.95289,0.28378,0.23489,0.65538,0.000181703,0.000181703,0.000181703
92,1447.11,0.30417,0.23236,0.86527,0.98267,0.97693,0.99277,0.95767,0.27693,0.22809,0.6473,0.0001652,0.0001652,0.0001652
93,1463.03,0.29556,0.23096,0.86394,0.98195,0.97731,0.99282,0.95794,0.27533,0.22366,0.64607,0.000148696,0.000148696,0.000148696
94,1478.73,0.29081,0.22949,0.86038,0.98123,0.98053,0.99293,0.95845,0.26719,0.2207,0.64401,0.000132193,0.000132193,0.000132193
95,1494.5,0.2872,0.22702,0.85948,0.9811,0.98042,0.99324,0.9595,0.26587,0.21875,0.64288,0.00011569,0.00011569,0.00011569
96,1510.15,0.2868,0.22448,0.85911,0.98293,0.98204,0.99341,0.95957,0.26597,0.22075,0.64077,9.91865e-05,9.91865e-05,9.91865e-05
97,1525.64,0.27887,0.22085,0.85396,0.98326,0.98088,0.99328,0.96127,0.26009,0.21772,0.63907,8.26832e-05,8.26832e-05,8.26832e-05
98,1541.37,0.28108,0.21954,0.85678,0.98493,0.98031,0.99333,0.96106,0.2582,0.21645,0.63834,6.61799e-05,6.61799e-05,6.61799e-05
99,1557.02,0.27419,0.21633,0.85428,0.98557,0.98138,0.99352,0.96181,0.25759,0.21256,0.63722,4.96766e-05,4.96766e-05,4.96766e-05
100,1572.94,0.26847,0.21339,0.85032,0.9851,0.9803,0.99343,0.96246,0.2552,0.21283,0.63638,3.31733e-05,3.31733e-05,3.31733e-05
