epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
128,3135.67,0.42272,0.45044,0.9286,0.97503,0.96989,0.98964,0.95803,0.22085,0.27774,0.67493,0.0224562,0.0074854,0.0224562,0.0074854,0.0224562,0.0074854,0.0224562,0.0074854
129,3160.07,0.41981,0.45153,0.92948,0.97553,0.97012,0.98974,0.95872,0.22337,0.27633,0.67495,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656
130,3184.08,0.41273,0.44003,0.92817,0.97473,0.97061,0.98961,0.95913,0.22621,0.28083,0.67521,0.0223374,0.0074458,0.0223374,0.0074458,0.0223374,0.0074458,0.0223374,0.0074458
131,3209.35,0.41438,0.44364,0.92743,0.97489,0.97034,0.98981,0.95938,0.22677,0.27798,0.67504,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
132,3233.58,0.41461,0.44153,0.92657,0.97421,0.97199,0.99016,0.95965,0.22549,0.27486,0.67448,0.0222186,0.0074062,0.0222186,0.0074062,0.0222186,0.0074062,0.0222186,0.0074062
133,3257.6,0.40842,0.43475,0.92574,0.97435,0.97225,0.99013,0.95984,0.22587,0.27483,0.67454,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864
134,3282.27,0.41975,0.44516,0.93145,0.97455,0.9733,0.99041,0.96083,0.22359,0.27333,0.67401,0.0220998,0.0073666,0.0220998,0.0073666,0.0220998,0.0073666,0.0220998,0.0073666
135,3306.71,0.41821,0.44456,0.92893,0.97439,0.97399,0.99041,0.96132,0.21531,0.27,0.6721,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468
136,3330.92,0.4124,0.44424,0.9274,0.97397,0.97357,0.99039,0.96055,0.21826,0.2718,0.67318,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
137,3355.17,0.41098,0.43863,0.92657,0.97449,0.97336,0.9905,0.96129,0.21975,0.27176,0.67283,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072
138,3379.62,0.40941,0.43661,0.92669,0.97358,0.97452,0.99041,0.96098,0.22041,0.27029,0.67284,0.0218622,0.0072874,0.0218622,0.0072874,0.0218622,0.0072874,0.0218622,0.0072874
139,3404.17,0.41661,0.4441,0.92801,0.97377,0.97359,0.99023,0.96173,0.21645,0.26455,0.67213,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676
140,3428.27,0.4101,0.44284,0.92674,0.97458,0.97242,0.9903,0.9623,0.21039,0.26261,0.67019,0.0217434,0.0072478,0.0217434,0.0072478,0.0217434,0.0072478,0.0217434,0.0072478
141,3452.13,0.4116,0.44078,0.92643,0.97487,0.97345,0.99052,0.96206,0.20871,0.26195,0.66943,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
142,3476.36,0.41042,0.43826,0.92608,0.97382,0.97436,0.99052,0.96291,0.21453,0.26229,0.66932,0.0216246,0.0072082,0.0216246,0.0072082,0.0216246,0.0072082,0.0216246,0.0072082
143,3501.05,0.41214,0.44317,0.92781,0.97418,0.97454,0.9907,0.96339,0.21427,0.26074,0.66808,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884
144,3525.16,0.41041,0.43411,0.92473,0.97492,0.97436,0.99073,0.96377,0.21073,0.25927,0.66658,0.0215058,0.0071686,0.0215058,0.0071686,0.0215058,0.0071686,0.0215058,0.0071686
145,3549.32,0.40462,0.43421,0.9221,0.97786,0.97263,0.99078,0.96403,0.20795,0.26172,0.66616,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488
146,3572.86,0.40208,0.4271,0.92206,0.97564,0.97463,0.99073,0.96351,0.20476,0.26579,0.66659,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
147,3597.14,0.40939,0.43803,0.92499,0.97631,0.9743,0.99078,0.96382,0.20248,0.25983,0.6661,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092
148,3620.83,0.40488,0.43239,0.92318,0.97552,0.97494,0.99075,0.96404,0.19933,0.25621,0.66615,0.0212682,0.0070894,0.0212682,0.0070894,0.0212682,0.0070894,0.0212682,0.0070894
149,3644.75,0.40089,0.42976,0.92187,0.97584,0.97412,0.99066,0.9645,0.19891,0.256,0.66565,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696
150,3668.63,0.40488,0.43096,0.92577,0.97772,0.97287,0.99085,0.96478,0.20121,0.25611,0.66558,0.0211494,0.0070498,0.0211494,0.0070498,0.0211494,0.0070498,0.0211494,0.0070498
151,3692.58,0.40483,0.43101,0.92451,0.97764,0.97327,0.9909,0.96537,0.19989,0.25473,0.66528,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
152,3717.09,0.39819,0.42954,0.9215,0.97794,0.97332,0.99091,0.96559,0.19955,0.25469,0.66539,0.0210306,0.0070102,0.0210306,0.0070102,0.0210306,0.0070102,0.0210306,0.0070102
153,3741.01,0.39849,0.42745,0.9222,0.97709,0.9747,0.99092,0.96572,0.19777,0.25332,0.66528,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904
154,3765.24,0.40074,0.43155,0.9193,0.97717,0.97485,0.99108,0.96621,0.19611,0.25153,0.66507,0.0209118,0.0069706,0.0209118,0.0069706,0.0209118,0.0069706,0.0209118,0.0069706
155,3788.76,0.40339,0.43246,0.92423,0.97765,0.97484,0.99113,0.96665,0.19364,0.24965,0.66453,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508
156,3813.11,0.40427,0.43392,0.92407,0.97843,0.97474,0.99118,0.96679,0.19434,0.24976,0.66399,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
157,3837.77,0.3962,0.4284,0.92072,0.9782,0.97587,0.99131,0.96691,0.19631,0.24999,0.66351,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112
158,3861.77,0.40034,0.42818,0.92343,0.97706,0.97601,0.9913,0.96674,0.19672,0.24991,0.6631,0.0206742,0.0068914,0.0206742,0.0068914,0.0206742,0.0068914,0.0206742,0.0068914
159,3886.25,0.40023,0.4305,0.92236,0.9773,0.97596,0.99132,0.96719,0.19417,0.25006,0.66274,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716
160,3910.48,0.40389,0.4378,0.92218,0.97668,0.97652,0.99141,0.9675,0.19185,0.25077,0.66248,0.0205554,0.0068518,0.0205554,0.0068518,0.0205554,0.0068518,0.0205554,0.0068518
161,3935.12,0.39323,0.43028,0.91934,0.976,0.97873,0.9915,0.96783,0.18968,0.24934,0.66207,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
162,3959.41,0.39779,0.42998,0.92311,0.97608,0.97933,0.99163,0.96812,0.18802,0.24983,0.66173,0.0204366,0.0068122,0.0204366,0.0068122,0.0204366,0.0068122,0.0204366,0.0068122
163,3983.9,0.39429,0.42731,0.91928,0.97638,0.97923,0.9917,0.9681,0.18877,0.25112,0.66153,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924
164,4008.33,0.39721,0.42532,0.92315,0.97614,0.97955,0.99177,0.96834,0.18918,0.24924,0.66158,0.0203178,0.0067726,0.0203178,0.0067726,0.0203178,0.0067726,0.0203178,0.0067726
165,4033.19,0.38705,0.42138,0.91665,0.97623,0.97976,0.99185,0.96854,0.18766,0.24827,0.66152,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528
166,4057.48,0.38874,0.42192,0.91716,0.97668,0.9801,0.99189,0.96895,0.18698,0.24552,0.66167,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
167,4081.98,0.38982,0.42246,0.91901,0.97636,0.98012,0.99194,0.96915,0.18746,0.24352,0.66136,0.0201396,0.0067132,0.0201396,0.0067132,0.0201396,0.0067132,0.0201396,0.0067132
168,4106.02,0.3959,0.42223,0.92109,0.97728,0.97945,0.99194,0.96922,0.186,0.24199,0.66153,0.0200802,0.0066934,0.0200802,0.0066934,0.0200802,0.0066934,0.0200802,0.0066934
169,4130.63,0.39,0.42021,0.92055,0.97763,0.97967,0.99195,0.96924,0.18603,0.24095,0.66154,0.0200208,0.0066736,0.0200208,0.0066736,0.0200208,0.0066736,0.0200208,0.0066736
170,4155.32,0.38987,0.42445,0.92054,0.97753,0.9803,0.99197,0.96939,0.18599,0.23999,0.66133,0.0199614,0.0066538,0.0199614,0.0066538,0.0199614,0.0066538,0.0199614,0.0066538
171,4180.48,0.39095,0.4248,0.92165,0.97788,0.97958,0.99197,0.96964,0.18396,0.23888,0.66116,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
172,4205.48,0.38772,0.41844,0.91885,0.97866,0.97928,0.99197,0.96964,0.18317,0.23853,0.66099,0.0198426,0.0066142,0.0198426,0.0066142,0.0198426,0.0066142,0.0198426,0.0066142
173,4230.45,0.38764,0.42041,0.91916,0.97813,0.97981,0.99201,0.96966,0.18254,0.23779,0.66073,0.0197832,0.0065944,0.0197832,0.0065944,0.0197832,0.0065944,0.0197832,0.0065944
174,4254.91,0.38437,0.4163,0.91793,0.97771,0.98026,0.99202,0.96973,0.18181,0.23765,0.66053,0.0197238,0.0065746,0.0197238,0.0065746,0.0197238,0.0065746,0.0197238,0.0065746
175,4279.92,0.38684,0.41981,0.91537,0.97885,0.97918,0.99203,0.96996,0.18089,0.23737,0.66034,0.0196644,0.0065548,0.0196644,0.0065548,0.0196644,0.0065548,0.0196644,0.0065548
176,4304.51,0.38377,0.4182,0.91784,0.97891,0.979,0.99201,0.97041,0.18044,0.23733,0.6603,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
177,4329.78,0.38986,0.42068,0.91941,0.97902,0.97895,0.9921,0.97076,0.18005,0.23676,0.66001,0.0195456,0.0065152,0.0195456,0.0065152,0.0195456,0.0065152,0.0195456,0.0065152
178,4354.95,0.38298,0.4095,0.91384,0.97857,0.97963,0.99213,0.97102,0.17849,0.23587,0.6596,0.0194862,0.0064954,0.0194862,0.0064954,0.0194862,0.0064954,0.0194862,0.0064954
179,4379.45,0.38176,0.41239,0.91615,0.97831,0.97958,0.99213,0.97119,0.17864,0.23538,0.65935,0.0194268,0.0064756,0.0194268,0.0064756,0.0194268,0.0064756,0.0194268,0.0064756
180,4404.44,0.38778,0.41492,0.91727,0.97865,0.97945,0.99214,0.9714,0.17859,0.23499,0.65918,0.0193674,0.0064558,0.0193674,0.0064558,0.0193674,0.0064558,0.0193674,0.0064558
181,4429.44,0.37842,0.41088,0.91312,0.97989,0.97904,0.9922,0.97169,0.17807,0.2344,0.65885,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
182,4454.22,0.38507,0.41491,0.91537,0.98041,0.9785,0.99223,0.97188,0.17701,0.23393,0.65883,0.0192486,0.0064162,0.0192486,0.0064162,0.0192486,0.0064162,0.0192486,0.0064162
183,4479.03,0.38485,0.41903,0.91637,0.98007,0.97909,0.99226,0.97189,0.17678,0.23327,0.65871,0.0191892,0.0063964,0.0191892,0.0063964,0.0191892,0.0063964,0.0191892,0.0063964
184,4503.65,0.37957,0.41058,0.91573,0.9796,0.97963,0.99229,0.97198,0.17563,0.23284,0.65869,0.0191298,0.0063766,0.0191298,0.0063766,0.0191298,0.0063766,0.0191298,0.0063766
185,4528.64,0.37779,0.41419,0.91389,0.97969,0.97963,0.99233,0.97201,0.17591,0.23238,0.65878,0.0190704,0.0063568,0.0190704,0.0063568,0.0190704,0.0063568,0.0190704,0.0063568
186,4553.43,0.38097,0.41179,0.91576,0.98012,0.97944,0.99237,0.9723,0.17558,0.23172,0.65863,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
187,4578.82,0.37954,0.40668,0.91393,0.98042,0.97918,0.99238,0.97229,0.17493,0.23092,0.65861,0.0189516,0.0063172,0.0189516,0.0063172,0.0189516,0.0063172,0.0189516,0.0063172
188,4604,0.38364,0.4104,0.91598,0.9809,0.97944,0.99242,0.97232,0.17398,0.23078,0.65845,0.0188922,0.0062974,0.0188922,0.0062974,0.0188922,0.0062974,0.0188922,0.0062974
189,4628.98,0.38105,0.41581,0.91737,0.98178,0.97913,0.99245,0.97239,0.17354,0.23033,0.65823,0.0188328,0.0062776,0.0188328,0.0062776,0.0188328,0.0062776,0.0188328,0.0062776
190,4653.83,0.38183,0.40939,0.91637,0.98167,0.97902,0.99246,0.97245,0.17358,0.22993,0.65827,0.0187734,0.0062578,0.0187734,0.0062578,0.0187734,0.0062578,0.0187734,0.0062578
191,4679.4,0.38205,0.41113,0.91749,0.9815,0.9792,0.99242,0.97256,0.17303,0.22946,0.65807,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
192,4704.04,0.37212,0.40944,0.91156,0.98131,0.97979,0.99249,0.97261,0.17292,0.22926,0.65788,0.0186546,0.0062182,0.0186546,0.0062182,0.0186546,0.0062182,0.0186546,0.0062182
193,4729.27,0.36754,0.40144,0.9065,0.98167,0.97976,0.99252,0.97291,0.1728,0.22891,0.6578,0.0185952,0.0061984,0.0185952,0.0061984,0.0185952,0.0061984,0.0185952,0.0061984
194,4753.75,0.38008,0.40946,0.91508,0.98141,0.97958,0.9925,0.97291,0.17258,0.22864,0.65771,0.0185358,0.0061786,0.0185358,0.0061786,0.0185358,0.0061786,0.0185358,0.0061786
195,4778.33,0.37461,0.40313,0.91406,0.98123,0.98002,0.99255,0.973,0.17252,0.2287,0.65769,0.0184764,0.0061588,0.0184764,0.0061588,0.0184764,0.0061588,0.0184764,0.0061588
196,4803.05,0.37806,0.40691,0.91712,0.98168,0.98025,0.99258,0.97309,0.17241,0.22839,0.65765,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
197,4827.97,0.37608,0.40486,0.91212,0.98183,0.98035,0.99261,0.97312,0.17235,0.22815,0.65761,0.0183576,0.0061192,0.0183576,0.0061192,0.0183576,0.0061192,0.0183576,0.0061192
198,4852.41,0.37133,0.40414,0.91157,0.98161,0.98074,0.99262,0.97319,0.17141,0.22797,0.65754,0.0182982,0.0060994,0.0182982,0.0060994,0.0182982,0.0060994,0.0182982,0.0060994
199,4878.01,0.37271,0.40378,0.91166,0.98196,0.98056,0.99263,0.97325,0.17159,0.22771,0.65741,0.0182388,0.0060796,0.0182388,0.0060796,0.0182388,0.0060796,0.0182388,0.0060796
200,4902.71,0.37167,0.40331,0.91032,0.98185,0.98106,0.99263,0.97332,0.17136,0.22725,0.65739,0.0181794,0.0060598,0.0181794,0.0060598,0.0181794,0.0060598,0.0181794,0.0060598
201,4927.41,0.36801,0.40642,0.9116,0.98152,0.9813,0.99265,0.97337,0.17098,0.22729,0.65723,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
202,4952.18,0.36645,0.39961,0.90823,0.98138,0.98146,0.99267,0.97346,0.17033,0.227,0.65712,0.0180606,0.0060202,0.0180606,0.0060202,0.0180606,0.0060202,0.0180606,0.0060202
203,4976.94,0.38015,0.40956,0.91478,0.98135,0.98125,0.99269,0.97358,0.17024,0.22704,0.65704,0.0180012,0.0060004,0.0180012,0.0060004,0.0180012,0.0060004,0.0180012,0.0060004
204,5001.68,0.3646,0.40214,0.90804,0.98159,0.98128,0.99271,0.97362,0.17001,0.22645,0.65692,0.0179418,0.0059806,0.0179418,0.0059806,0.0179418,0.0059806,0.0179418,0.0059806
205,5026.32,0.36712,0.40312,0.90795,0.98169,0.98121,0.99272,0.97368,0.16987,0.22576,0.65678,0.0178824,0.0059608,0.0178824,0.0059608,0.0178824,0.0059608,0.0178824,0.0059608
206,5051.03,0.36745,0.41364,0.91063,0.98215,0.9811,0.99276,0.97379,0.16984,0.22534,0.6567,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
207,5075.58,0.36624,0.40429,0.90971,0.98183,0.98148,0.9928,0.9739,0.16945,0.22499,0.65653,0.0177636,0.0059212,0.0177636,0.0059212,0.0177636,0.0059212,0.0177636,0.0059212
208,5100.54,0.37309,0.40514,0.9116,0.98226,0.9813,0.9928,0.97396,0.16915,0.22478,0.65646,0.0177042,0.0059014,0.0177042,0.0059014,0.0177042,0.0059014,0.0177042,0.0059014
209,5125.31,0.36269,0.39845,0.90666,0.98218,0.98134,0.99282,0.97412,0.16872,0.22448,0.65637,0.0176448,0.0058816,0.0176448,0.0058816,0.0176448,0.0058816,0.0176448,0.0058816
210,5150.49,0.36447,0.3937,0.90899,0.98183,0.98148,0.99284,0.97425,0.16865,0.22423,0.65623,0.0175854,0.0058618,0.0175854,0.0058618,0.0175854,0.0058618,0.0175854,0.0058618
211,5175.31,0.3611,0.39814,0.90767,0.98183,0.98161,0.99287,0.97441,0.16808,0.22392,0.65604,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
212,5200.1,0.36682,0.39773,0.91036,0.9822,0.98137,0.99289,0.97439,0.16796,0.22365,0.65595,0.0174666,0.0058222,0.0174666,0.0058222,0.0174666,0.0058222,0.0174666,0.0058222
213,5225.88,0.36837,0.40432,0.91189,0.98243,0.9813,0.99292,0.97456,0.16794,0.22354,0.65584,0.0174072,0.0058024,0.0174072,0.0058024,0.0174072,0.0058024,0.0174072,0.0058024
214,5250.6,0.3679,0.39729,0.9101,0.98242,0.98137,0.99294,0.97465,0.16792,0.2232,0.6557,0.0173478,0.0057826,0.0173478,0.0057826,0.0173478,0.0057826,0.0173478,0.0057826
215,5275.4,0.36278,0.39269,0.90873,0.98258,0.98166,0.99297,0.97468,0.16779,0.22317,0.65563,0.0172884,0.0057628,0.0172884,0.0057628,0.0172884,0.0057628,0.0172884,0.0057628
216,5300.47,0.36345,0.39405,0.90889,0.98271,0.98148,0.99299,0.9747,0.16741,0.22263,0.65552,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
217,5325.13,0.36506,0.3956,0.911,0.98263,0.98157,0.99299,0.97476,0.16708,0.22244,0.65546,0.0171696,0.0057232,0.0171696,0.0057232,0.0171696,0.0057232,0.0171696,0.0057232
218,5349.87,0.35902,0.39448,0.90732,0.98281,0.98152,0.993,0.97496,0.16687,0.22245,0.65541,0.0171102,0.0057034,0.0171102,0.0057034,0.0171102,0.0057034,0.0171102,0.0057034
219,5374.57,0.35979,0.39821,0.90632,0.98297,0.98141,0.99302,0.97504,0.167,0.22208,0.65538,0.0170508,0.0056836,0.0170508,0.0056836,0.0170508,0.0056836,0.0170508,0.0056836
220,5400.5,0.35635,0.39538,0.90204,0.98249,0.98155,0.99298,0.97507,0.16674,0.22194,0.65531,0.0169914,0.0056638,0.0169914,0.0056638,0.0169914,0.0056638,0.0169914,0.0056638
221,5426.12,0.36538,0.39114,0.91075,0.98229,0.98205,0.99304,0.97519,0.16657,0.22157,0.65525,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
222,5451.41,0.36149,0.3929,0.90639,0.98239,0.98202,0.99305,0.97531,0.16664,0.22128,0.65523,0.0168726,0.0056242,0.0168726,0.0056242,0.0168726,0.0056242,0.0168726,0.0056242
223,5476.31,0.35471,0.38875,0.90477,0.98261,0.9822,0.99306,0.97533,0.16662,0.22107,0.65515,0.0168132,0.0056044,0.0168132,0.0056044,0.0168132,0.0056044,0.0168132,0.0056044
224,5500.91,0.36001,0.39024,0.9095,0.9821,0.98251,0.99308,0.97549,0.16656,0.22077,0.65508,0.0167538,0.0055846,0.0167538,0.0055846,0.0167538,0.0055846,0.0167538,0.0055846
225,5525.97,0.35566,0.38919,0.90567,0.98218,0.98242,0.99304,0.97558,0.1661,0.22057,0.65495,0.0166944,0.0055648,0.0166944,0.0055648,0.0166944,0.0055648,0.0166944,0.0055648
226,5551.17,0.35879,0.38694,0.90624,0.98188,0.98287,0.99311,0.97559,0.16601,0.22016,0.65488,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
227,5576.23,0.36371,0.39384,0.90924,0.98223,0.98283,0.99311,0.97564,0.16599,0.21987,0.65478,0.0165756,0.0055252,0.0165756,0.0055252,0.0165756,0.0055252,0.0165756,0.0055252
228,5601.41,0.35579,0.38945,0.90537,0.98227,0.98283,0.99312,0.97565,0.16567,0.21983,0.65471,0.0165162,0.0055054,0.0165162,0.0055054,0.0165162,0.0055054,0.0165162,0.0055054
229,5627.09,0.35435,0.38341,0.90672,0.98254,0.98283,0.99313,0.97586,0.16554,0.21978,0.65472,0.0164568,0.0054856,0.0164568,0.0054856,0.0164568,0.0054856,0.0164568,0.0054856
230,5651.98,0.35682,0.39088,0.90567,0.98185,0.98324,0.99314,0.97583,0.16527,0.2196,0.65462,0.0163974,0.0054658,0.0163974,0.0054658,0.0163974,0.0054658,0.0163974,0.0054658
231,5676.52,0.35563,0.38529,0.90589,0.9825,0.98305,0.99316,0.97588,0.16506,0.21933,0.65453,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
232,5701.24,0.35993,0.39088,0.9068,0.98238,0.98305,0.99316,0.97596,0.16493,0.21906,0.65446,0.0162786,0.0054262,0.0162786,0.0054262,0.0162786,0.0054262,0.0162786,0.0054262
233,5725.98,0.35533,0.39096,0.90529,0.98119,0.98401,0.99316,0.97607,0.16448,0.21888,0.6544,0.0162192,0.0054064,0.0162192,0.0054064,0.0162192,0.0054064,0.0162192,0.0054064
234,5750.15,0.35873,0.38877,0.90759,0.98162,0.98382,0.99317,0.97605,0.16411,0.21849,0.65436,0.0161598,0.0053866,0.0161598,0.0053866,0.0161598,0.0053866,0.0161598,0.0053866
235,5774.59,0.35419,0.38558,0.90626,0.98108,0.98468,0.99318,0.9761,0.16369,0.21824,0.65424,0.0161004,0.0053668,0.0161004,0.0053668,0.0161004,0.0053668,0.0161004,0.0053668
236,5799.17,0.35987,0.38748,0.90702,0.98155,0.98414,0.99318,0.97609,0.1632,0.21799,0.65418,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
237,5824.02,0.35079,0.38259,0.90171,0.98202,0.98387,0.9932,0.9762,0.1631,0.21792,0.65407,0.0159816,0.0053272,0.0159816,0.0053272,0.0159816,0.0053272,0.0159816,0.0053272
238,5848.94,0.35155,0.38361,0.90592,0.98165,0.98455,0.9932,0.9763,0.16296,0.21768,0.65401,0.0159222,0.0053074,0.0159222,0.0053074,0.0159222,0.0053074,0.0159222,0.0053074
239,5873.72,0.35357,0.3847,0.90635,0.98224,0.98409,0.99321,0.97636,0.16273,0.21743,0.65394,0.0158628,0.0052876,0.0158628,0.0052876,0.0158628,0.0052876,0.0158628,0.0052876
240,5898.11,0.35006,0.38926,0.90248,0.98215,0.98409,0.99322,0.97644,0.16234,0.21718,0.65384,0.0158034,0.0052678,0.0158034,0.0052678,0.0158034,0.0052678,0.0158034,0.0052678
241,5922.77,0.34812,0.38063,0.90258,0.98212,0.98427,0.99323,0.97642,0.16217,0.21697,0.65378,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
242,5947.32,0.34953,0.38473,0.90243,0.9825,0.98409,0.99324,0.97644,0.16179,0.2165,0.65374,0.0156846,0.0052282,0.0156846,0.0052282,0.0156846,0.0052282,0.0156846,0.0052282
243,5972.1,0.34938,0.38077,0.90389,0.98216,0.98441,0.99324,0.97649,0.16141,0.21635,0.65369,0.0156252,0.0052084,0.0156252,0.0052084,0.0156252,0.0052084,0.0156252,0.0052084
244,5997.13,0.34385,0.38006,0.89976,0.9817,0.98468,0.99325,0.97655,0.16128,0.21617,0.65363,0.0155658,0.0051886,0.0155658,0.0051886,0.0155658,0.0051886,0.0155658,0.0051886
245,6022.61,0.35058,0.38601,0.90409,0.98182,0.98472,0.99327,0.97666,0.16111,0.216,0.65357,0.0155064,0.0051688,0.0155064,0.0051688,0.0155064,0.0051688,0.0155064,0.0051688
246,6047.16,0.35161,0.38203,0.90394,0.98162,0.98482,0.99327,0.97673,0.16114,0.21592,0.65343,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
247,6071.53,0.34526,0.37879,0.90119,0.98158,0.98496,0.99328,0.9767,0.16106,0.21586,0.65335,0.0153876,0.0051292,0.0153876,0.0051292,0.0153876,0.0051292,0.0153876,0.0051292
248,6096.41,0.35169,0.38204,0.90426,0.98184,0.98499,0.9933,0.97678,0.16103,0.21557,0.65328,0.0153282,0.0051094,0.0153282,0.0051094,0.0153282,0.0051094,0.0153282,0.0051094
249,6121.25,0.34183,0.37576,0.8999,0.98257,0.98454,0.99332,0.97687,0.16088,0.21545,0.65316,0.0152688,0.0050896,0.0152688,0.0050896,0.0152688,0.0050896,0.0152688,0.0050896
250,6146,0.34784,0.37752,0.90179,0.98284,0.98414,0.99332,0.97691,0.16109,0.21517,0.65303,0.0152094,0.0050698,0.0152094,0.0050698,0.0152094,0.0050698,0.0152094,0.0050698
251,6170.6,0.34736,0.37719,0.90163,0.98312,0.98404,0.99332,0.97693,0.16077,0.21455,0.65291,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
252,6195.68,0.343,0.38253,0.90017,0.98333,0.9839,0.99334,0.97699,0.16055,0.21427,0.65283,0.0150906,0.0050302,0.0150906,0.0050302,0.0150906,0.0050302,0.0150906,0.0050302
253,6220.01,0.3435,0.37482,0.9009,0.98346,0.98386,0.99335,0.97698,0.1604,0.21379,0.65278,0.0150312,0.0050104,0.0150312,0.0050104,0.0150312,0.0050104,0.0150312,0.0050104
254,6244.98,0.34225,0.37231,0.89983,0.98359,0.98372,0.99332,0.977,0.16026,0.21358,0.6527,0.0149718,0.0049906,0.0149718,0.0049906,0.0149718,0.0049906,0.0149718,0.0049906
255,6269.99,0.3406,0.37018,0.89746,0.98364,0.98386,0.99333,0.97705,0.16013,0.21322,0.65268,0.0149124,0.0049708,0.0149124,0.0049708,0.0149124,0.0049708,0.0149124,0.0049708
256,6294.65,0.34473,0.37642,0.90037,0.98362,0.98441,0.99338,0.97723,0.15974,0.21316,0.65259,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
257,6319.99,0.33596,0.37047,0.89638,0.98319,0.9849,0.99339,0.97741,0.15937,0.21277,0.65247,0.0147936,0.0049312,0.0147936,0.0049312,0.0147936,0.0049312,0.0147936,0.0049312
258,6344.97,0.34498,0.37923,0.90114,0.98345,0.98485,0.99339,0.97742,0.15923,0.21267,0.65238,0.0147342,0.0049114,0.0147342,0.0049114,0.0147342,0.0049114,0.0147342,0.0049114
259,6370.44,0.34291,0.37472,0.90198,0.98294,0.98526,0.99341,0.97759,0.15925,0.21247,0.65233,0.0146748,0.0048916,0.0146748,0.0048916,0.0146748,0.0048916,0.0146748,0.0048916
260,6396.72,0.33668,0.37707,0.89858,0.98278,0.98563,0.99341,0.97757,0.15916,0.21252,0.65223,0.0146154,0.0048718,0.0146154,0.0048718,0.0146154,0.0048718,0.0146154,0.0048718
261,6421.83,0.3392,0.37405,0.89775,0.98277,0.98567,0.99343,0.97762,0.15898,0.21229,0.65213,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
