epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
27,589.697,0.54212,0.56743,0.98042,0.93091,0.91768,0.96938,0.8934,0.42505,0.4038,0.72125,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142
28,609.03,0.53652,0.56411,0.97774,0.91956,0.91628,0.96527,0.88434,0.44423,0.44896,0.72638,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
29,628.423,0.53267,0.56569,0.9787,0.92805,0.93069,0.96715,0.89657,0.37456,0.40263,0.70034,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076
30,647.911,0.53338,0.56746,0.97631,0.92643,0.92165,0.96859,0.88636,0.4401,0.40735,0.70514,0.027129,0.009043,0.027129,0.009043,0.027129,0.009043,0.027129,0.009043
31,667.636,0.52259,0.56375,0.9732,0.92264,0.9248,0.96746,0.8737,0.41598,0.44859,0.73289,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
32,686.664,0.52541,0.56673,0.97767,0.93992,0.921,0.96965,0.86519,0.55505,0.43952,0.7205,0.026931,0.008977,0.026931,0.008977,0.026931,0.008977,0.026931,0.008977
33,705.737,0.51366,0.55441,0.96969,0.93618,0.9226,0.97157,0.8997,0.42893,0.40969,0.70539,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944
34,725.419,0.50121,0.5485,0.96124,0.9365,0.92575,0.97194,0.90719,0.35187,0.37832,0.69659,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
35,744.575,0.50557,0.54148,0.9658,0.95367,0.92474,0.97475,0.91289,0.36124,0.36132,0.69059,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878
36,763.127,0.50411,0.54852,0.96197,0.94665,0.91668,0.97231,0.90553,0.35008,0.38374,0.69457,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845
37,781.878,0.49708,0.53691,0.96451,0.94136,0.92795,0.9748,0.9104,0.41031,0.37718,0.70056,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
38,800.298,0.49496,0.53051,0.96338,0.92204,0.94074,0.96645,0.89682,0.3992,0.39851,0.69585,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779
39,819.129,0.4913,0.54028,0.9611,0.92853,0.92809,0.97274,0.90902,0.38616,0.37988,0.68676,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746
40,838.007,0.49205,0.53446,0.96696,0.92887,0.93112,0.9679,0.90038,0.39332,0.39379,0.70545,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
41,856.744,0.48167,0.52307,0.95653,0.93603,0.93995,0.97533,0.9151,0.34499,0.36645,0.68727,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
42,876.071,0.48976,0.54019,0.96254,0.93399,0.92715,0.97371,0.90122,0.41095,0.38346,0.69777,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647
43,895.27,0.48464,0.52858,0.96063,0.91642,0.93497,0.97174,0.91423,0.31191,0.37892,0.67675,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
44,914.625,0.47772,0.52054,0.95722,0.93346,0.92177,0.96805,0.90112,0.40859,0.40033,0.69707,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581
45,933.856,0.47867,0.52378,0.9539,0.95299,0.92538,0.97534,0.90926,0.37531,0.36635,0.69618,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548
46,952.821,0.47571,0.51972,0.95716,0.94667,0.91928,0.96897,0.89963,0.35231,0.39685,0.70252,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
47,971.493,0.48167,0.52274,0.96109,0.94734,0.91885,0.96825,0.89604,0.37273,0.38946,0.70577,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482
48,990.477,0.47085,0.51312,0.95577,0.92657,0.93704,0.97299,0.91288,0.32506,0.35252,0.67751,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449
49,1009.42,0.47584,0.51633,0.95931,0.95211,0.93176,0.97786,0.91922,0.33172,0.35833,0.67475,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
50,1028.27,0.46877,0.50899,0.95319,0.95396,0.93872,0.97732,0.92287,0.28601,0.33647,0.66898,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383
51,1047.18,0.46703,0.50443,0.95422,0.95656,0.92618,0.97593,0.91109,0.39402,0.38423,0.68547,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
52,1066.13,0.46103,0.50536,0.9499,0.96152,0.92974,0.97687,0.91031,0.38932,0.34996,0.69456,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
53,1085.21,0.46141,0.50404,0.95132,0.94924,0.93923,0.97857,0.92036,0.37389,0.34662,0.68165,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
54,1104.06,0.45249,0.49895,0.94777,0.93977,0.92926,0.97486,0.91051,0.36062,0.36168,0.69839,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251
55,1123.04,0.4564,0.51396,0.95007,0.94815,0.94474,0.9784,0.92408,0.34193,0.33675,0.67403,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
56,1142.19,0.44668,0.49956,0.94368,0.96255,0.93543,0.97995,0.92924,0.29179,0.32187,0.66164,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185
57,1161.28,0.45482,0.49874,0.94794,0.93489,0.94205,0.97839,0.92337,0.34146,0.34534,0.67439,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
58,1180.3,0.44428,0.49845,0.94436,0.95953,0.93874,0.98034,0.93095,0.29188,0.32071,0.66492,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
59,1199.23,0.45393,0.5016,0.94691,0.95466,0.94533,0.97916,0.92111,0.31024,0.32888,0.67767,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
60,1218.09,0.44992,0.49091,0.9466,0.95461,0.9427,0.97742,0.92693,0.32004,0.33523,0.66759,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053
61,1237.01,0.43723,0.482,0.94232,0.9581,0.93829,0.97865,0.92512,0.31385,0.32028,0.66764,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
62,1256.08,0.44257,0.48041,0.94104,0.95493,0.94372,0.98032,0.93404,0.28752,0.31555,0.65567,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987
63,1275.14,0.44404,0.49027,0.94581,0.95383,0.94183,0.97943,0.92609,0.31582,0.32519,0.67651,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
64,1294.26,0.4422,0.48789,0.94415,0.95427,0.95016,0.98008,0.92782,0.30544,0.3314,0.66096,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
65,1313.66,0.44141,0.48728,0.94547,0.96053,0.94285,0.98147,0.9318,0.30031,0.3285,0.65996,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
66,1332.62,0.43587,0.47434,0.94157,0.95435,0.95394,0.98198,0.93561,0.28643,0.30818,0.65921,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
67,1351.42,0.43088,0.47145,0.93528,0.96325,0.94967,0.98313,0.9358,0.26319,0.29637,0.65621,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
68,1370.46,0.42826,0.47797,0.93625,0.95972,0.94463,0.98171,0.93696,0.28589,0.30819,0.6611,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789
69,1389.5,0.43236,0.48846,0.94118,0.94713,0.95142,0.98219,0.93624,0.32147,0.31234,0.65937,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
70,1408.37,0.43067,0.47614,0.9369,0.95512,0.95211,0.98357,0.93481,0.28673,0.30499,0.65837,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
71,1427.2,0.41972,0.4714,0.93222,0.96123,0.94894,0.98368,0.93696,0.30656,0.2964,0.66236,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
72,1446.18,0.42017,0.47125,0.93278,0.95113,0.95216,0.98296,0.93556,0.29882,0.30174,0.6585,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657
73,1465.12,0.42953,0.47982,0.93789,0.95722,0.94965,0.98219,0.93364,0.26883,0.30957,0.65896,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
74,1484.12,0.41966,0.46303,0.93482,0.95839,0.9486,0.98152,0.93264,0.29966,0.29414,0.65994,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591
75,1504.87,0.42545,0.46858,0.93675,0.96588,0.94998,0.98322,0.9356,0.26769,0.28366,0.65811,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
76,1524.32,0.42664,0.47314,0.93357,0.96344,0.95522,0.98401,0.94099,0.26891,0.28828,0.65253,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
77,1543.52,0.41611,0.46506,0.92911,0.96327,0.95734,0.98544,0.94071,0.2734,0.29216,0.65146,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
78,1562.91,0.41658,0.46876,0.93307,0.9621,0.95053,0.984,0.9397,0.25962,0.30479,0.65153,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459
79,1581.96,0.4114,0.46177,0.92759,0.95601,0.95837,0.98448,0.941,0.24333,0.28025,0.64656,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
80,1601.28,0.422,0.46435,0.93507,0.95231,0.94938,0.98178,0.93781,0.25994,0.31786,0.64968,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393
81,1620.15,0.4216,0.46258,0.93362,0.96285,0.95175,0.98349,0.94083,0.27296,0.29522,0.64445,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
82,1639.4,0.41086,0.46694,0.92787,0.95665,0.95562,0.98306,0.93878,0.26926,0.29954,0.64795,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
83,1658.55,0.41275,0.46245,0.93002,0.95966,0.95591,0.98371,0.94158,0.24718,0.28287,0.6437,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
84,1677.75,0.413,0.45971,0.93148,0.95956,0.95802,0.98436,0.94254,0.25564,0.27976,0.64654,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261
85,1696.89,0.416,0.46023,0.93189,0.96248,0.95915,0.98562,0.94411,0.26218,0.28584,0.6492,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
86,1715.93,0.41283,0.45997,0.93053,0.96439,0.95762,0.98567,0.93969,0.27412,0.27737,0.65118,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
87,1735.42,0.40419,0.45762,0.92469,0.95957,0.95636,0.98439,0.9453,0.23529,0.28009,0.64108,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
88,1754.55,0.40316,0.45405,0.92638,0.96465,0.9566,0.98532,0.94411,0.24044,0.27804,0.6429,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
89,1773.78,0.4061,0.45816,0.92712,0.96754,0.95771,0.98644,0.94567,0.26919,0.27396,0.6429,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
90,1793.09,0.40305,0.45912,0.92797,0.96721,0.96247,0.98742,0.94754,0.25964,0.27171,0.63926,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063
91,1812.22,0.40102,0.4577,0.92382,0.9638,0.95944,0.98654,0.94561,0.24877,0.27148,0.64134,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
92,1831.14,0.39549,0.44827,0.92108,0.96,0.95949,0.98531,0.94361,0.2406,0.27983,0.63926,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997
93,1849.99,0.40099,0.4553,0.92374,0.9595,0.96347,0.98605,0.9485,0.26591,0.27563,0.63896,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
94,1868.8,0.38741,0.44689,0.91702,0.95769,0.9629,0.9852,0.94725,0.22788,0.26727,0.63865,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
95,1888.07,0.40131,0.4527,0.92743,0.96243,0.95838,0.98584,0.94666,0.24963,0.26794,0.64179,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
96,1909.39,0.39537,0.44221,0.92603,0.96431,0.96167,0.98613,0.94938,0.24805,0.26809,0.6375,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
97,1931.5,0.39736,0.45234,0.92303,0.95699,0.96315,0.98565,0.94755,0.22861,0.25888,0.63956,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
98,1952.02,0.39661,0.44063,0.92502,0.96703,0.95722,0.98577,0.94917,0.21148,0.25004,0.63936,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
99,1972.58,0.39686,0.44567,0.92584,0.96472,0.96048,0.987,0.95175,0.22372,0.2613,0.63787,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
100,1993.13,0.39271,0.44208,0.92305,0.96156,0.96271,0.98679,0.95112,0.21587,0.25808,0.63403,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
101,2013.81,0.38924,0.43726,0.92289,0.96667,0.966,0.98778,0.95344,0.22192,0.25486,0.63077,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
102,2034.21,0.38732,0.44298,0.91906,0.96882,0.9598,0.98661,0.95043,0.21114,0.2573,0.63163,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667
103,2054.51,0.39115,0.44423,0.9204,0.96905,0.9577,0.98675,0.95265,0.20426,0.25228,0.63132,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
104,2074.92,0.39692,0.44309,0.92331,0.96806,0.96066,0.98741,0.95159,0.22813,0.25172,0.63417,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601
105,2095.34,0.38832,0.42872,0.918,0.96412,0.96205,0.9871,0.95136,0.22608,0.25214,0.63522,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
106,2115.77,0.3861,0.43703,0.91847,0.96622,0.96018,0.98681,0.95369,0.2148,0.25248,0.63217,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
107,2136.28,0.38438,0.43254,0.91758,0.97296,0.96088,0.98798,0.95567,0.20838,0.24239,0.6305,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
108,2156.66,0.38874,0.43721,0.92134,0.96689,0.96364,0.98767,0.95287,0.21964,0.25057,0.63322,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469
109,2177.42,0.37885,0.42281,0.9158,0.96854,0.96145,0.98787,0.95485,0.20934,0.24078,0.63195,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
110,2198.95,0.38308,0.43366,0.91756,0.96947,0.96648,0.98895,0.95757,0.20307,0.23741,0.62559,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403
111,2219.98,0.38111,0.42777,0.9166,0.97276,0.96602,0.98907,0.95721,0.21662,0.23922,0.62677,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
112,2240.89,0.37733,0.42172,0.91653,0.96942,0.96606,0.98847,0.95554,0.20608,0.23601,0.62882,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
113,2261.73,0.37677,0.4277,0.91558,0.97192,0.96154,0.98819,0.95623,0.21085,0.2395,0.62828,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
114,2282.68,0.37098,0.41955,0.91105,0.97114,0.96529,0.98834,0.95796,0.19719,0.23534,0.62524,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,2303.7,0.38102,0.42903,0.91922,0.97142,0.96125,0.98774,0.95753,0.20129,0.23523,0.62687,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,2324.66,0.38005,0.43002,0.91588,0.97245,0.96589,0.98904,0.95716,0.2016,0.23423,0.62791,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,2345.55,0.36841,0.41839,0.91151,0.97157,0.96505,0.98893,0.95767,0.19867,0.23708,0.62578,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
118,2366.46,0.37494,0.42107,0.91534,0.97018,0.96845,0.98943,0.96028,0.1911,0.22899,0.62375,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,2387.41,0.36537,0.41026,0.91279,0.97141,0.96594,0.98899,0.9595,0.18958,0.22871,0.62547,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
120,2408.02,0.36683,0.41604,0.91234,0.96901,0.96681,0.98862,0.95863,0.20225,0.23733,0.62922,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,2428.39,0.36518,0.41367,0.91036,0.97267,0.96756,0.98972,0.96296,0.19828,0.22957,0.62454,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,2448.72,0.36143,0.41504,0.91016,0.9748,0.96376,0.9895,0.96152,0.20138,0.23242,0.62443,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,2469,0.35969,0.41281,0.90543,0.97372,0.96707,0.9894,0.96238,0.19294,0.22625,0.62214,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,2489.48,0.3646,0.41703,0.91219,0.96982,0.97256,0.98984,0.96379,0.19701,0.22478,0.62082,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,2509.99,0.36374,0.42163,0.90621,0.97181,0.97096,0.98991,0.96354,0.1839,0.21868,0.61806,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,2529.24,0.36377,0.41822,0.90907,0.97398,0.97089,0.99043,0.96189,0.18257,0.21595,0.62422,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,2548.07,0.35951,0.40939,0.90618,0.97513,0.96627,0.98995,0.96177,0.18792,0.21844,0.62264,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,2567.54,0.35741,0.41231,0.90598,0.97469,0.97037,0.99053,0.96302,0.18106,0.21377,0.62268,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,2586.53,0.36324,0.41009,0.90855,0.9756,0.97119,0.99035,0.96348,0.18469,0.22003,0.62262,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
130,2605.43,0.35689,0.40895,0.90623,0.97637,0.97166,0.99074,0.96408,0.18144,0.21568,0.62026,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,2624.52,0.36185,0.40946,0.91072,0.97764,0.96486,0.99015,0.96418,0.18543,0.21905,0.62029,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,2643.37,0.35475,0.40738,0.90472,0.97081,0.97451,0.99012,0.96554,0.18212,0.21675,0.61838,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
133,2662.21,0.35368,0.40506,0.90703,0.97417,0.97198,0.99021,0.96507,0.18289,0.2196,0.61891,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,2681.31,0.35387,0.40583,0.90655,0.9761,0.97077,0.9901,0.96528,0.18454,0.21858,0.62012,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,2700.21,0.35941,0.40688,0.90729,0.9764,0.9723,0.99031,0.96537,0.19254,0.21864,0.62185,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,2718.96,0.34864,0.40388,0.90376,0.97639,0.97209,0.99026,0.96588,0.1863,0.21968,0.61815,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,2738.13,0.35238,0.40605,0.90555,0.97751,0.97352,0.99072,0.96697,0.1885,0.21371,0.61765,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,2757.72,0.34694,0.39861,0.90436,0.97609,0.97383,0.9909,0.96821,0.17663,0.2112,0.61499,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,2776.56,0.35571,0.39968,0.90667,0.9768,0.9745,0.9908,0.9677,0.18126,0.20918,0.61791,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,2795.55,0.35072,0.40149,0.90587,0.97811,0.97609,0.99162,0.96877,0.17863,0.20395,0.61712,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,2814.77,0.34986,0.39689,0.90485,0.98087,0.97524,0.99208,0.97032,0.17987,0.20426,0.61578,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
